label,text
1,"E o detalhe, é que eu odeio a professora da aula de hoje! Puta mulher chata e burra"
0,"E o futebol feminino eim?
Alguém foi em algum jogo depois da olimpíada pra dar apoio ou vão esperar 2020 pra reclamar dá falta de incentivo?"
0,É O ISLÃO A CAIXA DE PANDORA DA CIVILIZAÇÃO? – Impulsos para uma discussão honesta sobre o Islão https://t.co/lS4uHf9tl9
0,22:00 e o @jairbolsonaro tá como agora? https://t.co/6iaCmFSfLZ
0,"E o @Justiceiro_Sujo do @g1 foi @Desesquerdizada ao vivo pelo @arielmarlin.
Chega desse discurso pra dar uma vida _ https://t.co/DWlUKGe26m"
1,e olha pra cara gorda e feia de Isabelle .. sem contar da voz irritante dela https://t.co/3PfOO1yeRf
0,É o negro a cada ano quebrando um novo tabu.
0,"E o sacrifício de tantas famílias, empresas, desempregados, forçados à emigração, etc.?
Cortar nos privilégios dos _ https://t.co/uygbgcnL7n"
0,E os amarelos? E os gordos? E os trans?? Isso é discriminação!! Vamos colocar todos lá dentro!! https://t.co/FHaRPeS0oG
0,"E os nazistas não eram os únicos, não. Tivemos personagens preconceituosos no Brasil. Pessoas públicas que delataram judeus refugiados..."
1,E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gen _ https://t.co/C8jiZEEIfV
0,"E os socialistas, parva? 'Catarina Kinnvall: “É similar a forma como o islão radical e a extrema-direita mobilizam”: https://t.co/g3D84EGKja"
0,E O VENCEDOR É ....... http://t.co/7tuExifE
0,E parar de chantagem! https://t.co/Ltxio8iqL5
0,"E pensar que defendi essa moça.Coitado do cerrado que foi falsamente acusada por ela.E os estragos morais, quem... https://t.co/0n64shwDcZ"
0,É por isso que esse país está da forma que está ...e isso pq a USP é uma das melhores universidades . Tem gente que _ https://t.co/06EPcW7wqB
0,é por isto q adoro fufas  https://t.co/BdGYXdnW10
0,"É, POR QUÊ? RT @Patriciakataki    Vc me deixou..! pq??"
0,"E porque hoje é quinta-feira, a RTP decidiu entrevistar o Cavaco. Serviço público seria, pelo menos, respeitarem a memória de Zeca Afonso..."
0,é pra desenha????? https://t.co/Zmkh5pomuV
0,É pra isso que eu pago imposto! https://t.co/aapkuUZyGQ
0,"E @pvedova tentou fazer do fracassado protesto de imigrantes um sucesso, enqto @RedeGlobo 'esqueceu' dos protesto anti-desarmamento ontem."
0,E qual mulher tem força pra administrar um país?! Uma creche no máximo https://t.co/IROu8QAdcq
0,"E qual o problema??!? Contrato quem eu quiser, oras! https://t.co/hRykXNkvik"
0,"E quanto não poupará isso em danos sociais e em apoios a subsídio-dependentes?
Força @realDonaldTrump https://t.co/jauLX1SMq4"
0,"E quem apoiou o governo MAIS CORRUPTO DA HISTÓRIA DESSE PAÍS não é idiota é inútil?? 
Parabéns @RachelSherazade po _ https://t.co/lqxvKfK9e8"
0,"É reconfortante saber que o Banco de Portugal, mesmo já não fabricando moeda há 15 anos, continua a contratar..."
0,@EricksonEriie tens razão concordo totalmente acho que dos 0 aos 5 os putos estão preocupados em saber as cores os números e não tipos de
0,"É ridiculo acharem gays e fufas diferentes de todo o resto, são pessoas normais mas com gostos diferentes! Deixem-se disso!"
0,"'Erro de percepção mútuo', ou mentira constante?
Dão tantas vezes o dito por não dito.
https://t.co/Avkb0G8bmz"
0,Es a favor da vinda dos refugiados? —_ Por um lado sim por outro não https://t.co/NkBUplCeDI
0,"Escudo acabou há 15 anos mas, p/ garantir uma boa regulação do sist bancário, o Banco Portugal optou por manter os quase 2 mil funcionários"
1,E se fosse o contrário? Sua racista! @lxcarvalho https://t.co/4Ci6dVlc0U
0,"E se o Centeno acatasse o conselho do CDS, demitindo-se irrevogavelmente, para poder regressar como Vice-Primeiro-Ministro?..."
1,"É sério eu não sei o que é pior na minha vida vey 
Ser pobre ou ser pobre gorda e feia??!!"
0,É sério que a @mariadorosario vai chamar a Polícia Federal @BolsonaroSP ?? https://t.co/B1vo0QChKL
0,E se você não tivesse que escolher entre abolicionismo e feminismo? –  Empório do Direito https://t.co/Eyw2VOCEzV
1,Es gorda e feia —_ Obrigada  https://t.co/biNf3mq69u
0,Especialistas discutem influência de ciência e religião na psicologia cristã https://t.co/qzO95pAMKA
0,esperar oq do cara que defende @jeanwyllys_real https://t.co/ojJQ4G8J1l
0,"Espero os maiores sucessos deste encontro!
@realDonaldTrump 
#PNR https://t.co/gfJbB8rPhi"
0,"Espero que não peçam ao Michael J Fox para bater palmas ao vencedor, senão nunca mais saímos daqui hoje
#Oscars"
0,espero que no fim da vida tenha uns brindes pra quem não se matou
0,Espero que o Quartel dos Bombeiros de Cascais tenha espaço suficiente para acolher o julgamento de todos os arguidos da Operação Marquês...
0,"Espero que tenham gostado da nomeação do Juíz Neil Gorsuch para a Corte Suprema. Ele é um homem bom e brilhante, respeitado por todos."
0,"Espírito Santo está mostrando q acabar c polícia dá certo sim! 
Ou, como diria @marcelofreixo , é só iluminar a cidade! #sqn #ESpedesocorro"
0,"Esporte!
Galo da Vila vence o Rio Branco e segue firme na ponta da tabela do #Capixabão. Detalhes no #ESTV1, ao meio-dia."
0,'ESPORTE' PRA QUEM NUNCA INTRODUZIU A LÍNGUA EM UMA XEXÉQUINHA #JoaquinResponde https://t.co/gPhsxqM9gu
0,"ESQUECI DE FAZER O CADASTRO DA SARAIVA P GANHAR  DESCONTO, SOU A MULHER MAIS BURRA DO BRASIL"
0,ESQUENTA adoro esse programa mto cultural aborda varios problemas tem favela tem pagode amoooo
0,esquerdopata vai pra
0,Essa cena do 'Angola é nossa' ainda não acabou?
0,Essa coisa sem sentido do envolvimento com a Rússia é só uma tentativa de encobrir os erros da campanha perdedora d _ https://t.co/AEqkCUiXPL
0,"Essa é a imprensa que a esquerda chama de 'direita golpista'...
#DiaDaMulher https://t.co/kKsVlZN1Jz"
0,Essa é a 'lógica' deste jovem 'sensato' --> @GLStecanela https://t.co/jXgmUuMkWD
0,Essa é uma das responsáveis por isso pela qual vocês babam ovo. #NaoAOLimiteDeInternet https://t.co/udKZ4pKyQX
0,"Essa ,foi longe agora kkkkkk. https://t.co/ikdTXaR5FO"
1,Essa foi na mosca. E eu achando que o problema fosse só aqui no Brasil com essa 'geração lacre' https://t.co/RLhRV0Ofei
1,essa gente que quer combater o racismo mas diz q por uma pessoa ser branca ela não pode fazer x coisa.....tipo se vestir de iemanjá
1,"Essa geração atual de jovens tem mais é que se foder e acabou
Mete um ditador socialista no país pra metade ser fuzilado e fim de papo"
1,"ESSA GERAÇÃO É UM LIXO, EU FAÇO MINHA PARTE, PROIBO MEUS NETOS DE VEREM YOUTUBERS  #JoaquinResponde https://t.co/bY9pAC1pQy"
0,Essa hora sexta feira @homemdeverdade não vai pra baladinha de vagabundo....Essa hora já demos duas! Agora é só relax...
1,Essa hora só tem puta e viado online
1,"Essa hora só tem puta e viado online, exceto eu"
0,Essa notícia merece ser compartilhada. https://t.co/STNC7PPv74
0,Essa piada merece o Twitter não aquela outra rede social
0,Essa pouca diversidade colabora para que a ciência produzida no Brasil seja descolada da necessidade da... https://t.co/HJadlVMhh0
1,"ESSAS FÃS DE FITFI HARMONY CAMILA CABELLO SÃO TUDO RETARDADA PAI AUSENTE, E FICAM SE ESFREGANDO A PERERÉQUINHA PRA APARECER, TÁ NA MODA
#PAZ"
1,Essas mulher burra me da raiva
0,"ESSAS NOTAS A REDE GLOBO NÃO MOSTRA
#ApuracaoRJ #Rio452 https://t.co/Nu6tvsMlA7"
0,essas pessoas acabaram de visualizar seu perfil https://t.co/EcEh3mNpw3
0,Essas três mulheres acusam Donald Trump de denegrir as mulheres... https://t.co/Miv64JkOZA
1,Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf
0,Esse aqui com certeza sofreu bastante com os senhores de engenho. Vergonha desse movimento. Lixo demais. https://t.co/3rKdx5354d
0,Esse bom tempo está assim agora pra me receber de volta vocês não percebem ... É para eu não sentir o choque de Angola pra Portugal pá..
1,"Esse cara é um lixo humano, é daqueles imbecis que acham que sabem tudo https://t.co/Ocs4E9fEV1"
0,ESSE CARA SOU EU http://t.co/Cb1c5GSY
0,esse caviar tá  D E L I C I O S O  https://t.co/SYt9sPB0pz
0,"esse dia já começou mal por eu receber vários feliz dia da mulher mas posta piadinha de 'loura burra' no wpp da família 
ah me erra!"
0,Esse é aquele padre que deu uma Pajero pro pai de um menino que o acusou de pedofilia... https://t.co/U8FE9gkOEg
0,Esse é o amor da esquerda. https://t.co/MGO8hWrJbX
0,Esse é o nível da turma que faz uma pessoa de bem ficar desempregada por não seguir o politicamente correto e apoia _ https://t.co/mVfQ9OKdFP
0,"esse é o seu argumento?  
hahaha você vive uma mentira e tem medo de ser desmascarada! https://t.co/1UggXmAloF"
0,Esse foi o dia da MULHER mais reinvidicado por quem não é mulher na história desse país #DiadaMulher Feminismo/marx _ https://t.co/D69VSgtyj1
0,Esse futebol de hoje 'politicamente correto' e 'profissional' não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada
0,esse galo ta tocando o terror no independência... #CaiuNoHortoTaMorto joga o inFeliciano e o Malacheia la dentro quem sabe n morre tb?
0,ESSE IBRA É UM FINAZZI COM RABO DE CAVALO
0,"Esse @pagapaulo fez um homem perder o emprego porque o cara deu uma opinião no Facebook, mas adivinha? A moral dele _ https://t.co/n8G8QBu3sb"
0,Esse papo de Rússia é NOTÍCIA FALSA criada pelos dems e usada pela mídia pra mascarar a grande derrota nas eleições _ https://t.co/4BcoHdUf2Q
0,ESSE P.S.G. É UM SÃO CAETANO QUE FALA FRANCÊS
0,"Está a chegar a hora dos europeus acordarem!
https://t.co/d5yMsyMUyW"
0,2018 está chegando   kkkkkkkk https://t.co/LErfp09mwc
0,@Estadao alguem tem que LIMPAR A IMAGEM  da USP né..afinal a maconha e o MARXISMO de esquerda tão destruindo a univ _ https://t.co/8TSnoHdayA
0,"@Estadao aproveitando o #DiaDaMulher para lacrar.
E ainda dizem que isso é imprensa de direita, golpista, etc... https://t.co/QICjAIyBEd"
0,@Estadao Caetano vive de dinheiro público sem nunca ter sido eleito ou passado em concurso público. https://t.co/0uR63G0nJ1
1,"@Estadao @CamilaPitanga estou com @RachelSherazade. são idiotas inúteis, mamadores do dinheiro público, iludem milhões de imbecis."
0,Estadão comentando como se fosse algo liberado no Brasil... https://t.co/SNVJbgLM88
1,"@Estadao Duvido o feminismo ser contra o que esse MACHO HOMEM pede aí!
O feminismo é capacho da esquerda!"
0,@Estadao @Emais_Estadao Mais um mimimi dos feministos https://t.co/t9LOPMbtMb
0,"@Estadao Era as feminista que são capachos do lulopetismo.
Lugar de mulher é onde ela quiser.
Lugar de feminista é onde a Esquerda mandar"
0,@Estadao @esportefera a unica desvantagem é se levar uma bolada nas partes baixas ... kkkkkk
0,"@Estadao ESSES ARTISTAS / INTELECTUAIS SE ACHAM SUPERIORES A TODO MUNDO, OS DONOS DA VERDADE. O POVÃO TA CAGANDO PRA VOCÊS SEUS MERDAS."
0,@Estadao eu sou um unicornio
0,@Estadao @gugachacra refugiados que a imprensa não mostra https://t.co/01MHqDPgLx
0,@Estadao @jairbolsonaro @Emais_Estadao Quem critica alguem que faz leis que PUNEM com mais rigor os estupradores e pedofilos ??
0,@Estadao @jairbolsonaro SÉRIO? pensava q teria elogios...
0,@Estadao Nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. Elas são só massa de manobra d _ https://t.co/doSd6ScAnu
0,@Estadao que legal esse proselitismo barato sobre muçulmanas. Vamos falar sobre mutilação vaginal também? Falta de direitos no Islão?
0,@Estadao que mulher suja da porra
0,@Estadao Seu comunismo na Venezuela é lindo ne ? Pra vc nao falta nada e pro povo ? https://t.co/0OhyJOw888
0,@Estadao Tem outras teorias tambem.... https://t.co/v8LBub6Gpn
0,@Estadao Trump demitiu o cara por que a audiência do Aprendiz tava caindo!  Correto!
0,"@Estadao Usou tanto que nem pensa mais...
enquanto isso quem mora no dia a dia comum sofre com a violencia pq das d _ https://t.co/PJUC7AtZ34"
0,"Estado da Segurança Privada em Portugal
https://t.co/xdH26hs0q4#RenovarPortugal #PNR"
0,@estadohiramico feminismo é massa de manobra da esquerda...e nao tem como elas negarem isso..tb nunca vi contra o F _ https://t.co/pq9kfmUEj6
0,@estadohiramico stf vergonha mesmo https://t.co/QbLebf82Wc
0,Esta matéria explica todo conteúdo dessa 'BIBLIA INFANTIL' que ridicularizam personagens e acontecimentos dá... https://t.co/MoMbrpJwFB
0,"Estamos a crescer. Assim continuaremos. cada vez mais!
#PNR https://t.co/acRL7L2GbU"
0,"Estamos de olho !Foram 2milhoes de assinaturas, mas hoje somos muito mais, descontentes com essa roubalheira. https://t.co/r2av8VyCLj"
0,"Estamos todos refugiados em pessoas que não somos!
“Consumismo é o ato de comprar o que você não precisas, com o... https://t.co/PQRBru4VHe"
0,"Esta notícia é de DEZEMBRO, notícia Velha.Mas por falta de assunto, a Isto é publicou novamente ,para difamar o... https://t.co/5B9UDtkY3J"
0,Estão abertas as inscrições para a turma 2017 de 'Atinuké' - Grupo de estudos sobre o pensamento de mulheres... https://t.co/dhAEmv7g5Q
0,"Estão cada vez mais totalitários! Correm tudo a proibições e extorsões. É só dogmas e tabus... Mundo louco!
https://t.co/6EqrTVzYim"
0,"Estão todos perguntando se é um VETO ou não. Chame do que quiser, o objetivo é manter os marginais (com péssimas intenções) fora do país!"
0,"Estará a acabar o 'estado de graça' do presidente dos afectos?
Tudo tem um fim, certo?
#MarceloRebelloDeSousa https://t.co/4MBQlm8fxJ"
1,"ESTAR ACORDADO
SÁBADO DE MANHÃ
ISSO QUE SEPARA NÓS
(POVO HONESTO E TRABALHADOR)
DELES
(VAGABUNDOS DROGADOS E CORRUPTOS)
BOM DIA BRASIL
#PAZ"
0,"Esta senhora está completamente obcecada pelo Trump.
Haverá alguma explicação freudiana? 
@fcancio
#ForçaTrump https://t.co/5SFjTYzgDx"
1,Estas poeiras vindas do norte de África entram impunemente em Portugal e sujam os carros todos. Para quando a construção de um muro?
1,Esta sua boca propaga só nazismo ou também chupa o meu pau??
0,Estava mechendo no baú do meu avô falecido e achei essa foto aqui https://t.co/rhDE3UPdd1
0,Este ano vamos comemorar o dia da Restauração em Santa Maria da Feira. https://t.co/yBPt8F461l
0,Este 'aquecimento global' está mesmo severo.
0,"Este #CDS, realmente... que vergonha!
De facto, torna-se cada vez mais claro que é o #PNR de um lado e o Sistema to _ https://t.co/9MiFbWxAbp"
0,Este é o 1º País do Mundo a proibir o islão e a fechar mesquitas https://t.co/tzf7IOTfFN
0,"Este fim-de-semana a caravana vai andar por aqui:
- 10 Fev: VILA REAL
- 11 Fev: COVILHÂ
Bilhetes na FNAC,bilheteira _ https://t.co/C6ks5FIt96"
0,"Este plot twist no final da cerimónia foi escrito pelo George R. R. Martin não foi?
#Oscars"
0,"Estes 2 golos e as respetivas jogadas são mais uma prova de que o Benfica está a ser claramente levado ao colo na Taça da Liga
#VERGONHA"
0,Este Zivkovic é uma pequena maravilha
0,"Estimar a minha idade é o seu argumento???
 Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/TYHxHoRJB7"
0,"Estivemos ontem à convite para a pré-estréia do documentário #euvocêtodasnós, uma co-produção Coopas & Canal... https://t.co/hlxnByQqdK"
0,"Estive pensando... Uma #MulherDeVerdade é íntegra. Com seus sentimentos, consigo, com os outros. Essa é sua essência!"
0,"Estou aguardando algum pedido c/ burca, ou será que já tem?. Mulheres que a usam fora do deserto, onde não há tempe _ https://t.co/qPqJGbTqIR"
0,"ESTOU LANÇANDO MINHA MARCA DE CAMISETAS
ESSA É ESPECIAL PRO #diainternacionaldamulher 
BELA OPÇÃO PRA PRESENTEAR O _ https://t.co/m4zsYjHxZs"
0,"Estou lendo que o preço do grande MURO na fronteira custará mais do que o governo esperava inicialmente, mas eu ain _ https://t.co/EZwOmnq7UM"
1,estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+
0,Estou tão orgulhoso da minha filha Ivanka. Abusada e maltratada pela mídia e ainda mantém a cabeça tão erguida: ver _ https://t.co/rLTZlmMxC7
0,Estou trabalhando num sistema onde haverá competitividade na Indústria de Remédios. O preço para o povo americano s _ https://t.co/uNS6lVHht0
0,Estranho... será se o dinheiro que recebo pra fazer o que faço é desviado no meio do caminho? Nunca o recebi. https://t.co/JqrfbtXDN0
0,"'estudando graças ao feminismo'
ENEM 2018
- Ao invés da redação, faça um textão inventando um abuso sexual no banheiro da balada"
0,@estudioi ter tempo pra cuidar da família é 'o grande problema' pra mulher ou pra qq pessoa que trabalha E tem filhos?
0,"É suposto a religião não ser critério para discriminar refugiados. Nem pela negativa, nem mesmo pela positiva. https://t.co/dFlBu7D4eW"
1,é tanta caloura sapatão que vai ter apresentações de voz e violão na cantina durante os intervalos
0,é tanto calor que to começando a gostar de quem fala cuspindo
0,e tava reclamando que sou gorda e feia vou continuar assim
0,"E tbm pelos refugiados, por qm não tem casa, pelos q passam fome, por qm foi abandonados pelos pais ou familiares e enfim por todos q sofrem"
1,"e tem nordestino e manaura achando ruim das piadinhas regionais... vcs sempre serão zuados, eu msm me certificarei disso. acostumem-se"
0,"É tempo de abrir os olhos e perceber que estamos a ser governados por amigos de terroristas.
https://t.co/fWMOKbiWz6"
1,"'Eu acho q já se nasce c o bichinho de matrafona'(ouvido na SIC).
As desculpas q os homens dão à família pra justificar vestirem-se d mulher"
0,"eu apenas desmascarei os teus argumentos, cara! https://t.co/rsw9FTj79z"
0,"Eu apresento fatos, lógica e verdade.
Ela:
- olha os argumentos
- você ta passando vergonha
E não consegue refutar _ https://t.co/UdwhGBUHiD"
1,Eu arroto mesmo pq quem engole gás é judeu
0,Eu com a mais linda no meu branço
0,Eu com 4 seguidoras neste fds https://t.co/8Sg2vYqlfV
0,"Eu cresci ouvindo:
'nossa, tu é mulher mesmo?'
'nunca vai ter filhos'
'nunca alguem vai te amar'
'vai ficar pra titia, viu?'
'tu é sapatão?'"
0,"@eudadisie meu, use menos droga que vc vai sentir menos fome hahahaahahaha"
0,"Eu devia indignar-me c o discurso d dono d Padaria Portuguesa mas porra,aquels croissants brioche feitos por mãos q ganham €_500 são tão bons"
0,"eu devo ser mt feia, pq gorda eu já sou..."
0,eu devo ter jogado um angry birds na cruz pra merecer isso
0,"Eu fico indignada quando vejo um brasileiro desmerecendo refugiados ou imigrantes, acho q eles nao conhecem a história do BR ne mores"
0,"Eu ganho menos do que o sr, q ganha 33 mil por mês. Favor transferir minha parte do seu salário até sexta. Grato. https://t.co/1y35PYsVbQ"
0,"Eu gostava de ser a ereção que o @guilhermefon está a esconder desde que viu o @joaopauloshowsa vestido de noiva
#ccallstars"
1,"EU GOSTO É DE MULHER BONITA CHEIROSA BEM CUIDADA E BEM RESOLVIDA, CANHÃO PROBLEMATIZADOR DE SUVACO PELUDO NÃO TEM VEZ AQUI NÃO #PAZ"
0,Eu honestamente me emocionei lendo. Vale a pena
0,EU IA E VOLTAVA VÁRIAS VEZES (COM TODO O RESPEITO) @Chris_Branco
1,"Eu já me sinto tao feia e gorda, aí as pessoas vem e me dizem 'vc é tão bonita, mas ta gorda' 
Me da logo um tiro fdp
#askanamia"
0,@euluana66 pois é! tem homem que acha que orgasmo feminino não existe (risos e pesames pelas mulheres que transaram com esses)
0,É um absurdo certos tipos de Cultura. Uma criança pode casar. Mas são obrigadas a usar burca e algumas não... https://t.co/zMxDAu98LH
0,"É uma mentira escandalosa que tenhamos tentado invadir a sede do @LIVREpt @ruitavares 
https://t.co/alD5cOz6Mi#Portugal #PNR"
0,"eu mandei argumentos baseados em fatos, lógica e verdades!
Ela reponde com isso! hahahaha putz!!! https://t.co/prFqBrxi1R"
0,E um certo partido ai que perdeu 400 prefeituras e não tem mais onde lavar dinheiro...
0,eu me arrumei em exatos 3 min pra trabalhar
0,eu mesmo minha afilhada https://t.co/xCgpbnxOYZ
0,"Eu, Nacionalista me confesso!
https://t.co/vWinrjkfkz#PNR #RenovarPortugal #Portugal"
0,"eu não defendo bandido
por isso que sou a favor do impeachment pro temer entrar com o cunha como vice"
0,"Eu nao defino o Angolano
pela cor, seja ele branco, preto ou mulato eu
defino o Angolano como aquele
que ama Angola _ https://t.co/sTch48FBfg"
0,"Eu não me importo se a pessoa é magra gorda feia bonita se é de humanas ou exatas, se ela me tratar bem eu vou retribuir da mesma forma"
1,"Eu não mereço ser estuprada no banheiro feminino por uma mulher trans lésbica! 
NÃO a ideologia de gênero"
0,eu não preciso me resolver. Só mostro a verdade para quem vive se escondendo em mentiras!!! https://t.co/IX6VzBQNbX
0,"EU NÃO QUERO TER FILHOS, EU NÃO PENSO EM TER FILHOS, E NÃO TEM NENHUM PROBLEMA NISSO!!!"
0,eu não sabia que com o dia da mulher viria tanta gente burra falar bosta na internet
0,Eu não sei dizer o quanto eu queria trabalhar como voluntária p refugiados e afins
0,"eu nunca me senti tão gorda, tão feia, tão... tão mal"
0,"Eu odeio dia d tpm pq eu me sinto feia e gorda e que as pessoas não me amam e n tão nem ai p mim, o pior é saber q esses são os dias reais"
0,EU PAGO TUDO QUE CONSUMO. TENHO O NOME LIMPO NA PRAÇA https://t.co/uD3IHN8UYJ
0,@eupatyoliveira estou preparada já https://t.co/R5iTupPnzo
0,"Eu posso até ser feia, ser gorda,e concordar com isso,posso ser chata a maioria do tempo, mas quando precisam de mim, eu smp tô lá"
0,eu prezo a igualdade de gênero e não femimimismo
0,"eu queria namorar uma sem teto, aí eu perguntaria 'NA SUA CASA OU NA MINHA?' ai a gente ia rir e rir e rir e beber pinga de R$0,50"
0,Eu quero que bela e a fera estreie logo pra eu PARAR de ver propaganda desse filme socorro não aguento mais
0,Eu sabia que ainda não tinha visto tudo que era possível sobre o destaque desse carnaval.... https://t.co/Oxb4SGd3pe
0,eu sei que em todas as notas do real ta escrito 'deus seja louvado' mas o estado é laico
0,"Eu sei que para ser bonita não precisa ser magra, mas eu coloquei na minha fucking cabeça de que estou muito gorda e feia"
0,Eu servindo café da manhã pra sua irmã. Ela gosta de leite quente com ovos logo cedo https://t.co/AKRPhwkgue
0,eu sou a mulher mais burra do brasil
0,"'Eu sou aquela mulher que fez a escalada da montanha da vida, removendo pedras e plantando flores.' #MulherDeVerdade"
0,"Eu sou bi e não sapatão. E mesmo se eu fosse, ninguém tem nada a ver com isso!"
0,"Eu sou de boa, meu amigo q é um grosso
#AsFortesEntenderão"
0,eu sou oficialmente a mulher mais burra do mundo
0,Eu tô bem surpresa que os gringos não sabiam o que é caju https://t.co/IShGlhKQs2 via @ErinChack
0,"Eu tô inconformada, chorando, como pude ser tão burra? Sempre pensei que a Solange do aviões era mulher do Xand. Não vou conseguir superar"
0,"EU TENHO PENA DAS MULHERES COM ESSE HOMENS DE HOJE
ACHO QUE EU VIRARIA SAPATÃO, OLHA DÁ VERGONHA DA MINHA RAÇA _ https://t.co/z4wRncC98n"
0,Eu tenho um livrinho de cabeceira que passa pano branco pra político https://t.co/ToitIjbbfL
0,"Eu tinha tanta coisa pra twittar hoje aqui, que acabei me esquecendo..."
0,Eu tocando o coração da sua irmã https://t.co/CKFwMubQ2m
0,"Eu tomo minhas decisões amplamente embasado em dados coletadas e todos sabem. Alguns jornais de NOTÍCIAS FALSAS, pr _ https://t.co/Xug8AiwJOd"
0,eu to muito sapatao scrr
0,Eu to passada com o quanto de cara que acha que mulher tem obrigação de conversar com ele no tinder se deu um like. Ou ele chama de puta.
0,"Eu vejo quem torce pra Emilly e o historico de torcida é igual. Não tem gente feia, gorda. Nada fora dos padrões"
0,Eu volteiiii agora pra ficarrrr
0,"EU VOU CANTAR ESSA PAIXAO QUE VEM DE DENTRO 
UM SENTIMENTO VERDE BRANCO E GRENÁ #DiaDeFlu"
0,E vc ae ainda tentando pegar a sua amiga https://t.co/YF0U7uHUuV
0,E vc aí franguinha dessossada que só reclama da vida! Para de chorar porra.
1,E vc aí mulher não sabe nem chutar uma bola direito https://t.co/APQBR6I61Q
0,É verdade que o CND não permitiu o FBI verificar o servidor ou outros equipamentos após descobrir que foram hackead _ https://t.co/6vPS8k6t0F
0,"Evitar carne de ganso (quizila de Oxum)
Não comer carne de pombo ou galinha d'angola
Não ter dentro de casa penas de pavão pq tiram a sorte"
0,E você? Está fazendo sua parte? Cenas do filme Lista de Schindler. Impossível não se emocionar. https://t.co/yNV0RW7cay
0,"E você , já escolheu o presente para a sua mulher , no dia internacional das mulheres ?? sugestões da nossa garota _ https://t.co/laX8xO9hSI"
0,Ex-ativista LGBT se torna pastor e inspira filme: “Estou aqui para honrar a Deus”... https://t.co/B8c0ZW5qAd
0,"Excelente pergunta! Cidade abandonada!! Centro completamente dominado por camelôs, agentes da CET Rio sumiram do tr _ https://t.co/z66lz9CSD8"
0,"EXEMPLO DE PAI, SORTE DAS FILHAS.
ESSE NUNCA VAI CHORAR NO BANHO. https://t.co/spcJwx0ZOc"
0,Exemplo: Nizan Ganaes é um Bundão.
0,existem dois tipos de casais https://t.co/ozTrbrTyJY
0,"Existem pessoas que ainda jogam ao 'Perguntados' em 2017.
E ainda se admiram que o mundo vá acabar hoje"
0,"Existem várias formas de noticiar um mesmo assunto. Infelizmente, alguns escolhem e pior. Felizmente, outros não. https://t.co/gKjEYzrsDb"
0,"@expresso @HenriquMonteiro 
Explicado?? Diria antes, deturpado e diabolizado. Como qualquer um que se insurja contra o sistema, é odiado."
0,"#Extra Próxima novela das 9,abordará transgêneros, desde a infância. Lembre-se que a associação Americana de... https://t.co/9cQuI5EmJc"
1,"@FabisMorelli miga nao tem livro de estudos em promoçao , mulher é burra"
0,Faço churrasco dessa carne o dia inteiro https://t.co/jartybLaNe
1,Fala ai mariquinhas e afins.... Como vai a falta de culhão para resolver qualquer coisinha ?
1,"fala de mim estúpido —_ És feia, gorda, chata, não curto de ti https://t.co/xPWkVAMfuE"
0,falar a verdade. Te incomoda? https://t.co/U8kUA7jCRy
1,Falei mal de macho e no DIA DA MULHER tava falando deles mas que burra n é msm
0,Falou 'populista' já sei que é da turma 'fake news' e RETARDADO! https://t.co/Dr87lJ0zBg
0,falou tudo !!! FEMINISMO é capacho da esquerda e PONTO FINAL @helenbraun_ https://t.co/k7qtCbEOLx
0,"Faltam neste momento, pelo menos, 1200 Guardas Prisionais nas nossas cadeias. 
https://t.co/s8KYk8ecNt#GuardasPrisionais #Portugal"
0,@Famel_Zundapp bom dia! Finalmente metes uma foto tua!
0,"@Famel_Zundapp e a Famel, cabe na Quechua?"
0,@Famel_Zundapp eu também já tive um colchão assim...
0,@FaniPacheco não é deformidade. É excesso de gostosura e tá linda assim. Pq gorda tem que ser feia?
1,"farta de procurar trabalho, ainda me meto mas é a trabalhar num bar de fufas, mais vale"
1,Fascistas machistas mimimi mimimi https://t.co/m81sXtGhGn
0,Fãs de Justin Bieber e seus acessórios https://t.co/IESZyMre5y
1,"Fátima Bernardes não pára de repetir 'o estrago que o homem branco causou' ao chegar no Brasil. 
Vai estudar, vai, sua besta!"
0,"@FatimaRD como em qualquer outro jogo de casino, a Casa terá sempre de ganhar. E se for Santa!..."
0,@FatimaRD o Santana é que os topa!
1,"FATO: Estamos em plena extinção, o mundo esta sendo dominado por bibasexuais, creminhosexuais, saladinhasexuais, metrosexufrangas!"
0,"Fato ocorrido em NOVA YORK, reduto DEMOCRATA onde Trump perdeu de lavada, mas o agressor era trumpista??!? Vocês sã _ https://t.co/9io5RbMWoQ"
0,@FatosEsquerda é a ixquerda desconstruindo a pedofilia
1,"FAZ ASSIM, FALA COM ELE: OU SUA MAMÃE PARA DE SE OFERECER OU PASSAREI A LINGUIÇA NELA. HONESTIDADE É SEMPRE O CAMIN _ https://t.co/dcaofcwXCK"
0,faz campeonato de peido com os amigos.
