id,text,tweet_url,n_prob_bin,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista/machista/LGBTfóbico?
(1=sim, 0=não)",filename
gAAAAABj7UmKg1JwO3snjqmoVSMlfm8qJKvJO4xlCRcbnOVZdPe_Ab-Dc5hf1um5aNO1pDqUd8bnlBXv9xsEfG80EHbyKhbl5YFBfQ5FztCX8i-XxGj49_s=,"@GMonteiroRJ Some, lixo!! Vc é um criminoso.... ng te quer mais por perto...",gAAAAABj7UmKQzRLepAX0hwRytHUQa9qZjfY9u3ZmEVT_JI1c4Q_Zy0MGD-wL6fl8JtIG0_DlRTxopapjsNm60Hur0L9P8LVI_Kf9pJvV_qkevXt4VI2hQLqN_G-YIHCKkbXtlMePLU_1BsKMCw7-SE_4-wVLUiIuJUZxtYshBT6gi6TDimDKQI=,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKv8UJTEhjEd9PZnvvvCSvBwQHgK_RftzPeJoKeOw3r3Ms4yTkPMP4Bf7EWI3FtpZwYq5aqJkiA2ojjoR4tcF16MrPKMzlewQSiLvEyOykWoE=,@ValeriaBnews @MaizaNatal E os hipócritas preocupados com uma comunista ladra la da Argentina quem mandou matar bolsonaro  .,gAAAAABj7UmKbHcTiXReyRsyP0YDFTTEc294s9J--DG3PGxwcele7v1wfqnO8e45XvXDMNMJQRGwCW-xaQdEdtDaDjHdfHaurFTve2Ra1DTC_g-IvDvrpHkecd1-zRT-hBN_UxiI-PHB2K42fBrIq9MUZFrWzLdSCg==,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKAtrvgjxTH01CKpwMsxqUCQYqQT8n0kxY3Yes-TOhzjf9iTlZO2-EbvTrnAk6a0MKVNACXITgSI3yO7GfM_XF05XIK_3CeXenUfdWdW-cjwk=,@SomosTocantins O somos fez o somos faz,gAAAAABj7UmKifJxal4uHraDmQ5F1dF47-PS0gY7tyYEknqFIA4sXoUphHFcZrOrT4jBgdsGe3RG7TwNpORw_djI64WKQ4RRG_34dXwqFl_vwLnNLIn4u9GlN-89Zqvm3Xdj0pFRHn8puRSADlJHfjOwcyyH82xdxQ==,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKoNX_FRo_ULNwsyUQyOnOz9Ka5LT5pOwPYdibvyytOIYxcLN3tqoBCCBNAudYTeq-F8b_mOhna8T9BxlgzbIwAyWbfrTdbgxo-o-VNpdJiH4=,"@GMonteiroRJ Mano me desculpa mais você é um moleque, não é Homem de VDD. Pq depois de t feito o que fez ainda t a coragem de aparece cm  a sua cara de pau, acorda meu.",gAAAAABj7UmKh5bmHroONNLY0n4pCud4kqOcoGBrhEcNBmxnRNGd6YyJFICTAiOzwSYKECRfvX2YnsWa2vBnRF2hTcVcmQdiGXJfn_iMNtCNoMFhr8TX06IZFB8AjJc8apJN1u4WXF4U8FtVWxUVCk3Lmassfn2jSDG8BDHm80-tnSKVGCte4ZQ=,566,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKEChlpzTJkstQ9wTphQ8WC_5i5gMdYot3ik2iRPdkVjFrBqIKTxJo3JCsUvXEkpBXhsiGoCS92eiWPDiVcRlZmj4OnZz4MW6guPipP2Rki6E=,@perpetua_acre Só gente fina!!!! Pqp,gAAAAABj7UmKDEltU649n3YrA0-RiJ8yEjLh96h6m7NyrzrbuCHsJ5wJWe8atvEfziX15Q69aPrcV99HRucWo0QPdp-CoOFIGKJvlwehtRYJYn9PJ8Nva63l9ngwq6KRgZVVHV7L_WxTNaVL0C9_iLsaqFcU0sTnydaHhwUNey68RTjj-CG_VVg=,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKxaT9vN-QLsojJD3XmNyqAgPvQ6vG44rtcE_BxE03Qr_2waB2RvOY2sPprlvwYAH9y83-cbCNUPAratP6GGV28MUKvFw9zfjDsefLW1RCRvQ=,@AlanLopesRio É @reinaldoazevedo @GugaNoblat @veramagalhaes @monicabergamo dias difíceis para adoradores de ladrão,gAAAAABj7UmKNFk0DhX-Zj09atgqXEV2sg9_wutTsZiCUJPe_M-XCyqsIX9CIZIMqYhrZEUhX7oo7otsViwFYVL4D0y85wC_PxtXEEks1Pb0hXijt6QO7xJtrGnyC_oETr53Uwc_oIjPSS7dv2v0tzo6HuamDzXCqkPDlPmv1H6VKpbLrKDhx_8=,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKz4IeZKN7tncL-FU9eMRY7DYwyreBs_F86mvqsdW7v-1mNAmS4lE4axeMDzniVLTSazwzfxLLaeWfW4ilGAn5wEYheExgIDOzdo_diDwyGqM=,"@karensantospoa Se puxar os antecedentes dessa turma, não sobra um!",gAAAAABj7UmKPyngDd3iMIjGoEWmAdXjCjoPrViGiwzPRRsFyD_44eBq6ASh50D8IoephE-nYCUadtLVfg531diGBFqfk1jlb21jzRkjS9pLPh78p-3ee-oZeeEcsAaNKygQVbkRd_QYQWd2Cb3aVOfjUi1NED5e-2Dq5ryweshiKeNRi3vHGBc=,8109,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK3DfdHp8Y1P2V9qHdOQrbCEuTgwEVtsK8G7w6MSrDiQmy48OV5zK0gJ-HZRUTXi1TvHLNr--OIy-zCXrtgJ920gGcd9x9L64xERRC6rshCTA=,@marcosbrazrio se você contratar o Cr7 eu vou pro rio e dou um jeito de votar em você,gAAAAABj7UmKmf04pAqoyTfbX_dgdYwRtYtA-dO8zXNzxp90aD4eBJi-ZU1XkVwRhgJcpCD8rFuMFKY6QD0Nv3aDW7Vu3XORs564KVAWRf_m0EzK15uO4IJlJvsRkt356FqiBWuDtqFDWl9YNfcFiZ-pulhWnAtB4w==,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKpdo40mFo49tbnXTri19djwWrUO2BJOT10S8DRMYAw15je4U7Yvly1shlDSAomlxf5nuIPlBIEFYBDowiSr-ILelDmznpHRgcEzm9wiaO2mk=,@VaiPaolla Colinha 😉,gAAAAABj7UmKxNyR8koZZhJb7FTTZ5X7AuY_OBxPBeC-trwTg0F5JhCpfWer9AZ47rtDik5ppS-kHAAjm30XJRtz4CdWFSm_NVe3mibpZ19vkpI03e6Vs2UnfXgwfICZYo3zllcJpJrYO3Ces0GxUQ1osMapJOHvP_hntSKoPqCbGzBFFHq95MM=,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKdC5EGJ1NvAzydmQ907Gfg2bgvG9qMUmVsoErVFM0BgGk1L0mI1P0Ghen-ErprqgsS909DFcnv8MKbJByV9IyVOcDOAqz5wT58K2N_qL-0gA=,"@renatasouzario Vcs tão nem aí pras mulheres porra, a mulher ia ser queimada viva na favela não vir vcs da um pio",gAAAAABj7UmK5N42pqV5Ap-jFNC3QfAGx9DbQoTEgk6D_qnUaBVBbs6xVYRUzo4Xhb0OC5XhFD9E4Y3nYm2ez8egaS0NUfVldkP8qQCmyUI-v22KTqcU6iR2MuFeo7iDwgrXykZIMZtdrANXXd254WoYv9IAg54-bw==,566,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKbPhKdaa5kQcZJc5DCtoFvCjEiCjjBezTYzvtkHJsmFnkAXt7GYnMdTrbSMpQTxBUxpV9JsCxSAVxBU0_CNrfSwNGUU1ZEanhYNrtRnE-eLA=,@VaiPaolla @LulaOficial Para de usa droga. Vcs estão cada vez mais tapados e burros.,gAAAAABj7UmKzOBsrDmZT86XWn_B8J6QlF3rzJVkyar_Sie5BPB1AneyL51O8dGuwkLZhfczr9dNtMliYGPjL3mw9-drYphMPYjDx83V4oF-Nch2iPerpXuGYCAIjSMYD-Pd_-6Ss8-n_Npx-kkm1Zc9UWZ-lS9eyA==,2027,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKtkOyxPb2sJLPhg9I5PXo83Abk_mrftbI47IhgYAW6AFWOBCvDuKKjOQ5m1RxAnlRdihVD3UpeLSeK5AnUmvNZvkEkAhhLB2qzCoGs62Rdo4=,"@Eunicio Vai tomar no cu, vagabundo. https://t.co/I5Vcj9vwlL",gAAAAABj7UmK1Mzqixda9hhxVVONpKGZ5UpC7SOnVV7EVIRqaiip1Y_0Tq_NrXW8viG7Rs-p7U3HFZo9K0XGqUSZbEQWNW7qIhmSo-tXA9M_a1QBb3a3yeju1mjsGnRIaQBmSWg3U7dK1hdbBX8SskiwNk3OFHWkgQ==,396,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKzm-dX3Z53aGb17V7pPMXncBSCTAW02QS49F_LtUxGt0UXlU5M1wgCH4D0ZMDB-Cai71CIbu5r72_Qp6CVvpin-py9yQOd586ukxMF9dlBBM=,"@andreiadejesuus SE CONFESSARAM NÃO DA PRA DIZER QUE NÃO HOUVE CORRUPÇÃO..
De quem é a frase????? 
Kkkkkkkkkkkkkkkkkkk
E tem idiota inútel que acredita no carniça....ele confessa em rede nacional....e tem idiota que acredita.. https://t.co/z9ObxvGC0z",gAAAAABj7UmK6DOUwkw39ffsbBqrd2ZJIuIw0dLqhRRJBRU-1pawm67z70WchWR-DuAeAMavjM19IEYL_dbj7c-m21sVRWKtsi400i7L52Y9PIoWBnGMWQfenXczNW_6BXHfFSIxTmMN8gVxtYUBWBlljk0JTxsqN_HgXLZ88lmSgy5SCI04U68=,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK9ORSmLNTd5c1XNTcLOvFENok1LtCrhBNFOkqguzODH7BgtvkPZQb7NZStAwNowt36BbYdXtlZeSpMtvgc3xrt9o5141ZhhW_72I1aXO1qqg=,ô @TandaraCaixeta  se vc tivesse de boquinha fechada acho que vc falaria menos merda que o próprio Bolsonaro,gAAAAABj7UmKB2PYUoibO8zWN_Di2g3Xmd1Mh0ag277vvbYO4fKtkxonJX0WTmh3rshi1tZxsokmzTTxeLdEDmhak9uJ4T2IlPzdFEnEfp5N8ARELCEHgunYUPLKSrYBbmU521VsvLmeW4p2OhluKO33g39kRwAYCYLnjsUn7BwpSHlbFX0sttE=,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKh17uAJroaJK2HQB5ySYwIwzGmzMR89U4yMC1pBEpFwrM_L7HuqijWvQgvauUDMdxS-tSLMZJGzPtTcHMpsbrO85gU7QutCDif1zdK0rfKm4=,@perpetua_acre Uma vagaba dessa vem pra rua sua anta. .,gAAAAABj7UmKdlMuCXQuMKNJsXQ6Op0Min1SYg2ApUr3kPz6N1eBTIHAQScgQ2LLuyCktB5iW20LCwtHoCOP9wzca0BvATDSqa6YpfD7uE0Ts3A-r97qMrdiMd8mmoFWeDbQnwL6T4mj8102zILPS6gwz1spgNJX_g==,280,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKbxkEBXbCagwf20OxfQQ-pRYAUEkGdqLwJBP3JbjwpkIqO5ZUarT5VLscufrbnTakaMSxR34HVmhSERpfNp0cOQp252NtooEfGaZPnmpFDbE=,@EdianeMariaMTST Playboy safado!!!!,gAAAAABj7UmKS53htoA9EcNU--Xy4tA8CfavawAqdyzVDr8aQiVAX_SCZNxgeUKF1MYM8gZQEX8XcJfsBOJVUHFFMYcjVrsgacGgx0WPpUFPRr7M1mVZBcErIkIRpZa3LsQ_yFroQNFvWGkpS6ePijU-o2mKZ32BArxk56_6Ka8rCPoI_N9_mSY=,280,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKRR_qiULiZ3yjxAPXXTahDg7L5vXmPw-_fqSe5f9oZUQyj0PKO3U6xG4wBLxbGRXj3P9RsOtbt0KYWXYJvaov9jhtLUliPU1LybFmSr5hDqI=,"@Eunicio Quebrou as pernas do cabra,kkk",gAAAAABj7UmKJPxgwR2oSmBAcj6De6s68HKV1fig4UlbuW-HSWHkuiOuxDkvNfwA9F3GPEi5m73CySlzBTS14zB_X3VafgjFw4ahJ57zbppAB3bxA0uJ5vgkeauuH7QzesQeZPpt-lJi8jI7FmIwcByFi1W1SjCKYw==,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKYAV_7-5HXz1c7EOzaUBB8QOHD8GoI3eeU3tKLJj7Zc6fJ0k4cp9nASL9Kv60K1Xu3l3ETw6Wk9wUzGu8jPRas-dkyvxmZ6zhWOrkQrjYrvU=,@TenNascimento Grande bosta,gAAAAABj7UmKaCoKnPEIktGMyCSQ6Sa4X4ICZNKjn_mEq-z5HeObW69JxXhdUcnJLmzeBww8CYBMUUlJidULxf7EF7evWcKsN04LkdtyfqrJnOrf61sB4PKb98GkVlhhZOLdjmFYm7gkutatmZD2w0lz3wlTSJ_PnIflRq_6_n6FApqzuiKoP-c=,396,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKoDMfhEnwdhf0b1NetJcXTQUtxcNwVkwhRh9dYskfPcyzqYdCktu4-eSi6_nh_SchMwaD3xepmF7GriSfVBNeeX4DYb_zMacAK_ASG0hFvjY=,@perpetua_acre Bando de “artistas” i interesseiros,gAAAAABj7UmKOc6qWUREnPctm72YTlim-xX6zuBMIT0Wplr_ABXz899fGz3t9pMl6oZHnqiKWYeDSkhHHseLYoMTChaFZIu1mEd-M2AX7Vx38lmLqR0yxqlV--qRejaJ48arOnA3xd5iIlRQrS-fajsYl0K1ztp2Ng==,396,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKMji6Q85pvnTxkN3yPnEBbIWv20Agl7S5IPA19qcHrmq2USxGAFMhFe27glUadksOtUWW6msyeQwQmxZ8k0zwI55_rD4EOI44_PbGDLxeZ3Y=,@beatrizcaminha @JanjaLula Kkkkkkkkk,gAAAAABj7UmKusswTUHm44nHar8VbkC5LLGT1VtJDTnSP950xz454W8W5ZLToH2yw6T9uYDPefBTlHoL-79hXM_Rw5HhPCWW0wn10BaCSqWOphCfwKUcEm77Ve2aK28pFbYUBfRHcYJjZ55-HCA0T0C1BFz0bALBUw==,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKQ2fGqga_8g8N5_Pgv3tGwcqBjLIMXJmgFrHL1TzTpeDIQtrRdh07JxeqZrZSGeaV-n3xBOMytDlcq5g5IE7f5eIIxUH_8xWQK_4SSGUMlLo=,@ValeriaBnews Queria carguinho a traíra...,gAAAAABj7UmKRxEdQCQMLU32nVXhnKvu8rnSXdQYCWrrbm9RmQAqElAI9qvDZmqHFFi5By5SBbP5i9kfo14h-Qf7X5LsFXhdD3doLV1y-lvESLluKgMUEWof1ShREVz5Chk2-wwfExWC_45Who7L4jiBB-zuo1s4ew==,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKjYZ2eB4_vBQqH3C3HlIK2FBxq_C36cYPYZ5XOHJcFA0JCVu-qSk3gtvXhHVx0kGpgaqxWSO63HqS9-kssyX8iNPbEfjeCKWHSvr-VDqdIsk=,@marcosbrazrio vai se fuder,gAAAAABj7UmKc5DHFgvE5GqXbXN34umhnVSa2iPMisaIw1ZoNUV4tg_CSrwztaL0UCOurH3uMns0z7Ddnob_3SVx3CNBuszcnCq3t748o6xSU4bz2MiRVk8hVgiJBxt7JacqtvriII-2x9afFGVI8-hqerd5ROM8Mg==,280,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKda0pMAfw6i02wSkrpGt6lFEbO38tJj_3NWTLx6VNNYcvUh_8ugaf8e8w0SAO49TqkVqc8vFj6oRrvK-m-eRo-Uc_POOAImXVuxWkNU0rTEc=,@camara_sette @rubensmenin Vai cagar,gAAAAABj7UmKX4ekio1xJpQ-4dIHObPh_GtX_7LosUBGLifU1vpdRlZ7UWh0gg40B2-8ZxHzJ-7C4YbZLBPehV4xeQCYjCsuUq5O_q1v7OfQ35AeK7KWD9ULK0Fr0BD-TBMsvMPIzaIIBnGR2_QXUY9zwzfGzCb5gQ==,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKbM1n8_SzM9b7amftOfAQ5LWHkQ4Yre7R6LrAT_7Q2tYE83Ju2AKZbd2Y9cg7m_YYyVpbZbcAI5SThPsG9CR-LOFlo5fJ5kacQSFuA9-z-sg=,@GMonteiroRJ Você é muito escrot@,gAAAAABj7UmKd198PwldRIrdINlqhls2iaR72q1XoJRNfR6QYUno9SMhvfNMWTIc937HeMcuEZ3N6UqWx0-QK2scBIuHPLGe5ptbVKSiWV7LvJvuAYpW2C4MCLDL8REZZiTpYIIDfmoxX6igI209XH746TBwyaNghYFjSvQA6wXALsYezMNCIL4=,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK0D3I2HY8oel7n-evB62vvFTHOwnCYCsglxu97sO-nMayEy6BcDKLqIxxXSq78k8zjNDqBceJVUJJl9wNpDQN52Liby8PV1B7PSxaGr-FGSw=,"@guimaraes13PT @LulaOficial E mesmo de arrepiar, r$ 30 contos e 🍞 com mortadela.😂😂😂",gAAAAABj7UmKFDHlu4muvL4UISQwsAz6imV76dUfTIkoN3XNxVsJHzLIhJqgzUUsdi_gxOynsfeYSPmn2inm-xalo385Wl8k_ld8VBaU2eFZnd9563zsWMKuvxzZL_8IM85mhlKQOxb49gYKoduabqF_twr9bFq7hg==,8109,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKgLsENt_RUyf0zr1OUQHv3rZ_TUxmSsJwbc3nGMjz-2x4m5CEzrvB-9WmLtOseCoKY07RVUnr9OFgAOMRsSjFYTMpwckLhCNek7F6bRfqh08=,"@taliriapetrone Só presta pra mentir hein, Coalhada ?! 😂",gAAAAABj7UmKB88pP3-aea71OmVI03jV7UT7P6P9_E2k4Z6gsykzV2SSvtQntsOOHgWdLhJ-OOS0oe12flDomVXL1siYPB4bHFPhLiQ6EfAWZQi1PGr-WnnTMw1dywMuNUpzwu5XpujTIGSCkVqklFtlzzV5lEF9yg==,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmK63DQcQvgziuvZFCl0o3L-YS7Q4IGbKzXtVHUh_pR0RUtKbp-XbSf5_w5GNbwu5Xqzp4u1IbVU50kIld33mZgXZqMc2oLs2-T-UpUnWdWtd4=,"FALTAM 30 DIAS PARA AS ELEIÇÕES! Falta pouco para colocar Wesley Teixeira 4️⃣0️⃣.7️⃣7️⃣7️⃣ na ALERJ! 

Participe do nosso TWITTAÇO! Vamos mostrar que a nossa tropa tá ON e roteando? As 15h, compartilhe a hashtag #TÔCOMWESLEYTEIXEIRA e marque o @wesleyteixeiras . Juntos somos + fortes! https://t.co/ctEJ5zTUtZ",gAAAAABj7UmKlkXD40J2U7ZrrOFLidvAyXNRnrt6B5aBrsMZnh5uBtp44glD4iD3cW4AGWcEeyB3vJLjQ3HvqxCHFPT32hLTpZTDiJzfGfoCU-S7Z-q3cBiATn-Q2sH50mvA6VOGNkxc_NpQSdx8ppDIIV1N1KLn1jjrwjlAvkt9zonZuLMW4tY=,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKv7qybJtvbDuhGJGWhl3Ee2ksipfIQbVMMggD2AJ67ZNf8Eacd4E29hBmD2H7Ui_uByj8x4ySrKJHISO3aks_axhiNz8jPW5DdG2adxj6RjA=,"@Eunicio O napoleão tropicalista falou o que quis,agora vai ter ouvir o que não queria,quem tem teto vidro não atira pedro nos outros.",gAAAAABj7UmKOEHl7H6uBaBUXgB5JOIFq6VLutUhGoLc7VgwpeJa7S7rzWIRA0vMoSaoKA7VWVRZ11p6CLtOmteVKjdXZ_-yUp-hxdd2dI1LujyBeTtB372ZNwvaDP8tax2ZZH3lBLSyyTaO5pXIh0jrIDrhukaeiR-hV-0kE4mSpvFMqpoeTuo=,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKaurWfF_jZg6SQDa9e1Gg6owHRSFU7T2gcn4PDHCrAqRyztaspaabjzW5QKsQtWmI80ipyp8k6EKdPzo8HCbbB75UtmiV5uIvBl8_Uzdt0Ak=,@GMonteiroRJ Vc jura pedófilo ?,gAAAAABj7UmKW2AC5B6nDdmQT7silmIOZgU3fscHZV5DKScXAGuDXUh5w1fVnxEEVWitt4g7N6UJU2EdnusTqLqemhL8fqnyX37JBR9Bvwl160jUs6MqQShi_STaQs5lWiHEiQj1Jd6TjKOmLwto4WiiFTt7PAw0XQ==,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKk6bQ2G4KiJnPEKHpmVQmbNO8bZOenI616JlFyzSzHr6RsFzrrUlIFtbh4EqkTrwoc6cPvDtVqylZy3oZU4LY0kvi7Lxjr8XWHp_Q8xcLFHk=,@LeoSuricate Aí mente DEMAIS 😏,gAAAAABj7UmKVYh0JdckQQgxlJvk9BU-Deo1isA-K-HfJZnUT6o2gL2RPsN0OMfW3bnC9-Jcs1AF-rPRwXP424iLERUd3cS08MVlWCUfcu2uHDsCpIKfTkj5WYJaY3pe0ybaO5Hfj1jqsSU6AtgZB7PtMhaLEctdP5UPs7iLUE43HygdI0LSUcQ=,8109,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKrEAbXHCUt5Vuw_qMf1A6bTKDwiVJE4TCJ4uzHVhZ_zPqwty2vRs4FZt4BlewnXzCJ2sYOmfLRgE9LZhADj8qIwGcl2TOC-SA0zqPjcgJSXc=,"@VaiPaolla Pq não defende seu canditado com propostas?Pq ficar ofendendo brasileiros dessa maneira?
A pessoa odiosa aqui é vc.",gAAAAABj7UmK0zYzcLMbsPWX-B7Udv-ddzmyXtNtrol1j3fjBUZLxJ79kLWvZCBkfR_LawvH1dUs8zINpc0GksCLaxT5J8ptZ_O7vvXg80jnAEmvU7ysFDWL_AyDCcAHfNDt6996CAYNBpGsW_i3A9Z7MmVb8vhPcQ==,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKVYCry8UB1U75sOJAUaoSpTIrfOZN2RMyIlifDWyn9uF75x-7thYGNs-GT6Rjw1fETsIIku1Sf5vVDe0bOMRLX5GMzOX0Y1NX_GaVspLzGQ8=,@guimaraes13PT @LulaOficial @geraldoalckmin Esse bando não sabe resar um pai nosso... vagabundos!!!,gAAAAABj7UmK3nK7h3YZ7Rmfc_smZNz3iLfZPuHMknzbFEeM28ayDBfUyutQvlunAv0xwegoJ3PiQ7my_Jse0bB4yE3A3PjAXC-HDopA-RDhEPtB9jn12srTiPJHbyXM7zvzfkweoETxDSsNZVbmwGE_oUAt3Vf98g==,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKW9Hnl0yxtb5nXWEEskaA5i0ZZrx17gAwFmG3kzCu8UjIiWBv-hskopJaLaBGkIPN0q-bNH6rOXr08UEMlBfvLgjsx58VnoyBPVlirdkWOIs=,@anarosa_ba Que absurdo!,gAAAAABj7UmKQ-O3XMqZ2e1oXF3fRwe0er_U8MeiVWtI1xkRpjwFNvetXFX0dQr0MgrbXkcJYhHy8WF5_NXAZZ45aOgyo13l1oQh55tJP_RPTWdMMMoQX744G4VMLHnGoY_HScMd7U1O0LJ1AJzZ1CYqmr1X8FLTdQ==,3525,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKFiIZpXoOK9JVdeTR5qazkMNApE21Z7AnTEWdcEvBI5Cl8WtEyD9mjIu2xqO62WnXi59mBUlcV9gjPniK3E5Iw11SkDmqco5LC1K637yT7zw=,@GabrielRBCO Kkkkkkkkkkkk coitado do senhorzinho,gAAAAABj7UmKweL8T3NPozMfE0X8VnmMKT2T7BRmKET-acDzhddZAki1AdX-rhcURmyBXXfIyJzDqacpgvheXokt1mScNMKkKoNWrIEhQzFK2Xz4awrmJAkWc43-Y1nR9aiTjnWOpp9BOqU_oo47Sy0WqMcwghQYxQ==,661,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKnDtdWdVAAFRCpi_meR1t2Hzg308wV1z-SeHeFBhXzDQqZw6fphJVIHFnWfTB2Iu_5ZfKiI5-UJdSAW58WzsBtjL6nZjFP_87NQ-UujDJSlk=,@guimaraes13PT Vagabundagem https://t.co/Syki5W5SnI,gAAAAABj7UmKU_FzS-nAvul8c19NXO1SdFDgw_s7zA0f2HnD1RumOQAiXKyGZTaYr2oS03n_vrL29kjQv_A-7Jn-afBQg3sYIsMrzkIlnt9qQEDnaWqRQb_lYWXgYEdBssPF4KRSy9lvUvSxwWk2PDYtOg4jyjnmijrM5mE1nJjrqsiJ4bNcxB8=,566,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKI9rjv9NfgLT4zOddENLibjA6SytpQmbAj7TIzp47tPDQ0_v5T3gzHp3hOw9ZFiRDPHxmYjFrhPmd1pxL1xh23Ivpqo1NnWrMltPb8zNTTn4=,@marcosbrazrio Ganhamos o sorteio? Apaga isso cara tnc,gAAAAABj7UmKnxDdnB0iovivX9xDi0zDLfsf7TKquz-z4J1-O1l-VHvvcIwDLpiXShib1dK14ZexT1lJRrhW1xxRP9ElklCVBe8u23ZKu-LoOXCb9xURM2timJMa4KOU7tu6cTlFhij9HRJDZbGvObAj4jaUmJRVXA==,66786,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKcrrs9Js2jHgPCbQbHp3Qcz5P8PeOcxX8V-n8SlPAGQOnroY4OPBuStlyAvNzkYhFfGM80TBQmZBMGzg-06RPvWJcHd32Zq59TIjRKCQKmrg=,@GabrielRBCO Plano de melhorias para nossa amizade também seu vagabundo,gAAAAABj7UmK7rfuw-wrfmb9JbnOjaZ3jmLnZteuqhAVzppLNW_S400Y9pKFlTeMoPXZF_LZp3BO-65if74R3dsyBq1nWaeSGbCQpSOo7EEz-q222I5dt1J_fCA_vzqMnWf_af4D3lykIU2sbJ1I7WeqX8ArYc9tBZwy8F9aAMFmWNrkZMpvDAg=,1289,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
gAAAAABj7UmKi57HZMieqd2kirsyQpg0bP1Bi4OD1KWzbrDprzEcG8Nh80wEIxGoh3T93JT9-2GcfQb4qB5IWoS8jZSIogIIRfYfVCWJ4ZgCZLm2Mhg5qkI=,@guimaraes13PT @LulaOficial Segura a cueca!,gAAAAABj7UmKEYHIraDHFrljQaQCjTyp21VAuyuwly8CzFWf_WD092sKamuQRvVTV0BVLYABxCcZAgNGy4COAb85A4-W7oGceF39IoyuFn7LgM-99vASJ1xe3Xaes-Sv0el_AusfhbOoG2xsxk_TSl9dsFo2v6UBmv_n3RcRCa-Cr6K106jXdms=,904,,,,../dados/processados/amostra_tweets_para_anotacao_pessoas_negras.csv
