id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Tweet originário foi apagado? (1=sim, 0=não)","Reação a tweet bolsonarista? (1=sim, 0=não)","Tweet de conta suspensa? (1=sim, 0=não)",filename
gAAAAABj7je33k3PoOXUTGH5Ao-oz0hzm3UAXgx4S83bbklnqOUX3fKjzvzt7OZ7tYTaUQ5tGRn7WA4W-MmC7f-kcBq21u1HW8vqYOaTaN-vEiMmrlQdj2M=,@marcosbrazrio vai se fuder,gAAAAABj7je3nowEUP9ZvdMvw9Sgh22zTEDpcE7Gb1d3e4GZUEeqJ8J-eRF4XYyP7KIBstExYBJb-Yr2zLLqkm-DduAV-hLGyX332lQO3mcNrSE7mQv7Y3eIJEk0eN5g2QS1f3gn2GsV3_qNz9IQ1V-czb2fltGqRw==,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3q1PrDnD5UR8QnIgNAiapiWlZX9Xx78iJq0t_ax_wr1gIWQNHUnKqQ9He5AqQSo7PVNbJi8DdCREhZ0rajQ1yR1pOK3eTyy_m8mWt-lasTp0=,@ValeriaBnews Tebet tá falando uma mentirada contra o Bolsonaro,gAAAAABj7je3uHZg2kkCF_NS2mnWRHw6jlfmBIAJu4VH3yborceghZgYNGz3bV1X5y2R5H0DCVzjUHWS7ScaqYeO_-Cths_XR85zr0QBbkYhBZv8A7ixXVraFeCc2yqe9d_lIQ-Ivi45KfCucIrsi-l1B9dGQGg19w==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3RKWmt_BXcKbdx9SXXnyH2b0tkTdIAarzYyWHrCPxfcndCo9pKcZ_fEZGtDwaftnMnZT15hMF0fWGuewTO2NMaW-bC9CRz56VIl5ML4A20uk=,@ValeriaBnews A ativista política Tuconopetista travestida de jornalista é hipócrita tanto quanto os outros mesma laia. Vitimismo feminista de autopromoção.,gAAAAABj7je3U0jghnFxxOrqpzzD6qQkf3o8YvqBP1zlcR4LT-qtzIDrK_2DO2Ov1l3MjlI7uvxlnpgJVD50ZNJH0hAQ_fj576qd_VasxWWaEraCq64cjMLCfWd-JNx-wVZad0ubDJ2QY-Ys6BPah4SHWMs3g8wurg==,1,0,0,1,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je31ENxaHHil-riid8OE1qkR6fOrYgCkaAy349w5CGdphRgnmvbYioaDTMFJJNwOWUgoRnvpVJwJtKxc6sKA0BkuQaeSp1xDC5P8CG0KJK_2zA=,@SomosTocantins O somos fez o somos faz,gAAAAABj7je3wXKx_9n-qgpaK22TbK9ygTqhFZhu8P9-Qd8D3daSJbw7eUqs6JnQ6WS9wwmXYdP2cyzPfhQSPy4WtltWfXXi1H49Oa1ls5lg0hL8mIH8KmUUK2uGtZSRgoO3CZGPmzws6l4HDAGLT_87QW1MiwWUsA==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3gHoxSCMM8s3_jpoic-NaOOzrPmASB0kMhf7KH5C5W3XzK3-2W_4PIctoAuN9D114s8TkyScJ_3eDbeiUaylRnHtVzxWn7fCyHC0dElmBP68=,@castelllovini gata o tombo vai ser grande,gAAAAABj7je3ZehZKTX4UW47IiZ9V9nMcpidG0vFasV05mvmHW09B90cPYs7I-5lGsy8Hh3lk1PZDWZGpCwVqZA0xTCX14-rm08DxVC-hPZFeYiRi2cPe2op-Ubv9KekDj5_RaRjaNOWLkKBDJCmds0lmifhF5dtKg==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3q7AayqIY0orpcCiQ2qblfJbWsbt4W_cZMdrg8_LCwfX0hOiy2jfXmXobCOCaTx21GMcPA-02QJsEro7PWyNvDtMoldLqooFPQ69goHskvCo=,"@DuarteJr_ ei meu peixe, tem como tu fazer campanha final de semana? Complicado 19h tu com carro de som na porta do meu condomínio, eu cansado do serviço, engarrafamento doido!",gAAAAABj7je3DkwFKLSb3O3LoTd3gXkTs63r2c54l-32Q8xTBoITapSwZd4YXn1lOL09VyVNerX-0Pihcq0XaXjV8paDnhOC-EyvMjhJaQciuJx1pIPEC-3tmPgMY_10Em5hjl7qd6DMablCCiUDNJ1QvqnySmROR1yXEOoQbuu9ykUjZLZmhc0=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Hulrk0kxLPhk_4LHdeeZm3kMUUUGQ0LblWJXPOEHRNFFKsMxwtP_G6atyY2fBMjE4aNvnePp-BfDVzo-7FoXYu_xh6lB8JqKM7fU1HyjTik=,@reportersalles @SigaGazetaBR País de bosta,gAAAAABj7je3FIL61kSjvU5181_-LyTDDqklCVH1_6FCLUo6dyRLIgXuwZQX9KXzm3xlj-YFjks-a3IT8iLNLyoOHltx-ihJ5PQBNv7HXhyrsfQllXQb_9f3-kmhQlCqnxXDufPDbgCL9fjSPKTbJp8I9CWVOUlWKRe38Tlizr085eriCtrhMBA=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3845Hv0zVYwlB9f8rkpIx0zrnT8VA5L-8L7A7zjUjJD9g3WSVgqsHNqkmY88zrAmd2duQ6qkUm3j5OqTXsTL_fm5gB4Xi-X3kfNk2oh8utDw=,@anarosa_ba @RNDebochadoRJ 🤲❤💕,gAAAAABj7je3uKG_3awTlmZ3OcaJRlZCJD3MLHcpli6lDDi3PfaNs-YqQc3wYVgSWpy1FYXmSOLxdc_G_CRlT1QeIF2K_VuAqWqKoVtZy8y6NCo_uEYXWWUsAcQwxDbJ8YiMZS9I_lnSl0Z23nXqESA2r_jmbH51VQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Gu4Tz3hPFKnG3MvCDbC84BIZeS64i1kNvwh2FuzV6yRRJW_fGzU4j8uIOsUba30nj8pOp33s3uGlXwuHfzRdMOr_ZAFBQFbF1WuOFKzuMW4=,@Eunicio Falou o picareta da empresa Manchester que ganhou um contrato de 1 bilhão da Petrobrás sem Licitação!!!!,gAAAAABj7je3LHmr85oN-d5-B3AagiyBzfHMauW7o6BnoMVx6HlnUf1yhOyziUXvU_Jb1F4pX7Hz7ZdpYcWVl8Y0X2VLuf7XqQIrNuAtxg3bTRCsPuwsxSdpDzg4i96UvOHbRcH4T2BIAcfizTgi7MTjDw4_n8sucg==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3elaag_HGiewg83rBwwOpfFOsJScQNgpKmVzI2DxcBPsPasWk9awz2_kuMwvnNpmxCcGpFqdUMNYIRw8m0Yb_UAx1Fk2YWBlE206CuDOQA5Q=,"@fabiofelixdf So troxa ISTO e a juventude birroleira merece ser robada denovo..
Ter seu dinheiro ir para paises de merda e aqui tendo que Pagar o que foi roubado..
O Burrileiro merece",gAAAAABj7je3Yxe8N1hIm9cW2Inrk67Ua3o3sQ42HD5vwbHoKWyiYIJ5EXl7R6bcg1DsmNDV958B0kVfM6OBlrTsL4ryHMBFUboQU0_7uxF19tmRVLZ0L0hnFQFKbf_8VKdhqcqUpiiUzhhq0pj_j4YHYVBu0GFJLJDb1idNVDhww3rx4j1-c0c=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3BuOU1NI9sBNqHEYsopBPnAvUc-m-K93F1TYT3J66lplKoJHbbQNM7x8FPwGDwtbpItyu9ukcfeEv_LSGpItuHydwRtV62jIvj1y0TLNkhlY=,@andremarianors Se o objetivo era falar merda ss kkkkk,gAAAAABj7je3uPsJB2WNVAo2HN9xmDj0og94oKArEN-v3yVK4dfioQOWPFhZZWxFr5Vz004dq0HRyo7W8vXA4yzUAzHmLSGBMHmDLqn1B2my4k284VdF87YjjPGaFIOu7orOBdXJU8_QkFj79AJ-XR89eEPi5xI0KQ==,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3z3EVWYeQ_0MuzMn32sxzIjp2yOeEfjSuODlPemm4gx58tkwW0TJ-iD7is1z4KcbmeQhNVO1juSpGJbfHellYCmb05_6B4m0rW6J6Yd3S7Ko=,"@beatrizcaminha @JanjaLula Errado querida, vc acabou de encontrar a atual esposa, do ex presidiário , maior corrupto da história do Brasil !",gAAAAABj7je3H3dUudB6uVoD19iFzwjdas7l17BXHUoELJEguv6L0apC6GEB8-JHyEeqj8n3v1QNnz9JAShr41nLTdy20u2tCw2YQS3jRgRhVfF4I4B38FW3ePQps6pO_hgR7lqBOnpOwLhM3mioD8CW8ZAvdyb_YQ==,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3d2LgVxf2CUJi68z9fArThU0d2q6H7w3WXxOgSO9dSeXbLv3E2eKiGp8299G0wVwZmg3wJl2wGBPMTsA-WoKAt1cPupSyf0pVWvWUMUl3Bak=,@pauloeneas @ECantanhede Arrasou! 🎯🎯🎯🎯🎯🎯🎯🎯🎯,gAAAAABj7je3E2WlAVNfHLFOzdQXfHycbzRATPjoz6OoWV6DKJZdN9QV0BlzoAnTqxzN1aQLrL32Z0yV8W60jomBGDc2BV2kyZoaP8umXMq3aiaePnneTpknVNZpryBnLHIVS4ed7eU3RpK70We2lHm46HqWk4MYrA==,1,0,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je36i0HhGLywvfYL_zvhCJYvHHXbrloAUbvcQruZYPckv_idmLc5sOvsL3w2eGgLurNY1KCd5-92OU8zYuHHsDPXEjdmbVsERKm1I57htrO_m8=,@andremarianors Golpista e safada,gAAAAABj7je3anNyEsbGsIYlqAI5o4DcJd-GM8xHUBCtRavUrqFfrOL_yc2tXiu-XWT0BKbgD1yY_awm-3KwhC1d0l_cpdNoV2jhR0-lXlnLrt82kA5QPi-LizrXuAtX_mGbgrQtkTry8ptyUsDJoSKXLK_BFGhumA==,1,1,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3rhQFCT1yqEDeeTZnnKazNX-KnB17IxF-hEkN2L3PoWj3u_92eKPSteOjdTR_j1w_gzg011vcv98JjO2-mNgjIpi0F_kdbdVajyespWq1J80=,"@castelllovini @RobeyonceLima As minhas candidatas são as mais lindas viu, pqp. ❤️❤️",gAAAAABj7je3n3ULeV5A7gcOGwaPwkuBJ5AeenJU9_WEcNPLfUV7zdu0yCK3ZTWymsDbKpQBtk5Mx8QwLzJNaQ-2p1l75UpL4xhN_S-HcGYzLfN1dZ_D-0weFcB7ccr_XNFZHyu1hdX8i3cQdSXFXZXtoDu2zqM04Q==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3D0wQ5pKdaNYqjvAzWboFUAHlFM79nYa_NPKE5l63d6tr-UqaWsTcvWtY4wz5k-823gimxEAH3d4Et4C6iUdxPSQPcsgYSkU528sjT1DheG8=,"@EdianeMariaMTST @kabokiko ""A culpa é dele por ter me estimulado"" é tipo ""só fui racista pq ele é preto"". CARALHO que merda é essa",gAAAAABj7je3eAuTIi6zSrKG-owzLOUXijCHDonFRdYzqdFCDUxXTPWgoIKIWGnzHh06By4jiFf1MTzRVVwHPFs4fPT1MJQMUomPGzJcOpglYJIVLh_aJ4Do6WgPLx7vpi_ytYo_Kgb2ewybrF58GWOlbp2L9zkysw==,0,0,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3izUooonXLvXtn-RWnvyOShoEfL4R1_fSqxumX496bN0aUbYGCGyKJGiYRrbeB1rHKDWeavcsHPNqb-r7kPmnwAMH_ayhVDCVvg8rGVl_RTs=,@PabloAiresRN o cara já se afirmando como planta kkkkk,gAAAAABj7je3zchDIPzuDr0Tnx1cXvxn2tRBs7h9q0m9rxIRsWDhDeGTaUZ5mN5zYcjFGAlY-G9EBOauJycNp3zmv6owNM86WV3mvKmN7nesv2blEqyBOuuTcQWIRw9nBsy8hsxdGiBI_aRFzvBj_TGQK83sjZMvV4OOFVXK8bNC3X_3DZFkWoA=,0,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3SgAG5jM-EMGEbrBKXhpjUBw7JVFzp_rL59e-nLkm5XVlVWKycQ0WC9w_axvNglMYYKmK9f4IXdSr4FlxIky-P7N_VhnBydc9FUNjQioyDmY=,"@juliarochasim ""Privatiza tudo!"" Não surpreende que merda tenha fixação por privada.",gAAAAABj7je3IBxHHDr2YBdi7Yqv_4fZm9CIOJGfZ4shnFpi6BrT_3EsHNDFK97h_2c4_mOEFurRBhMSazESeOWWdqkyYDrlEU1L5fWDzTuBA6a23_uP_5rdMoCm6MEd7Lwn9A4D7E4BzR6V3uQbnPLdSErwktDizA==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je35Okdb1glR8Ybk54vIKhcKffTgMFl4ZZopKLB7wjhVBJArlAvCGr1bQ3uqJP5B_9PXlIlL1uKgzBp_63idx-CTkHEqVfHb9vexwGw0IdHmrg=,@wesleyteixeiras BOLSONARISMO MATA,gAAAAABj7je3PE1c0CEv8k4X4NiilxcQhfjzYysSYBbf1nWp98mv21AaGlLeBO9B621SWM8KUaoxwifLXYvBISRshfjPI7cGcqbe9qPI20j0ozlpCxMQ8YNR1z6_j-aY97HvcQ3K1bXDwlHhm2BUfxin2h42khauOA==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3O0JjmqVrH-g2IcLi4zZtaNcfjJoyIqUxoGKkez67FmgjxBYpWn-1h8ZXvcztZXDY-TDqOQmxAMmLhziJ0-_WxfAwgOl50E7yI4KngmjPEMo=,"@GMonteiroRJ O que deve ter de marmanjo que pesquisa ""novinha"" no xvideos e tá tacando pedra não devem ser poucos não heim kkkkk",gAAAAABj7je38dQ88IO--9yPvhf1ML0GA0s8gYfvHP_1KDbp_Ynnc90kQk5gNZwo3sr-c3wyXnR2p4Q3HwUaNgnPCR1VdKDmbWc2lsM4_PHh1u107Lccm4OgoqMVrl8yDzV-rkThMCfgZK6tUVcXGRAqr9zng6f84w==,0,1,0,1,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3T-36WCsXrXFlIOXUUKsddvcBKaT0m7XxBbGGIuoSReR6MJPsVM0dN1SmcUDcdf75LSXUrDJ8foiHlCVm9EQKZ5YmDakFq2GnouNEfAIcakQ=,"@MonicaFPsol @GuilhermeBoulos Obrigada pela força, companheira! 
Seguimos fortes na luta contra todo esse ódio. A luta é pra valer! ✊🏾",gAAAAABj7je3go2Q2oi3wAtD-oXxGTnugobTlBb5jYEpEjinEJ906xvCRkZbGd2hN-Uch_DuQPmovaknug8Rz3gwx5QeLSa21gbkrgUylOrLNhZnqb5YWza_yLPch2_8TUcD-MVr_Njjjayl7Bxv_OHm0nnwSpNKOFd0ihzLSxj7y5_WQuyNkqA=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3sj-hFpwEOidy2ft38QO7EV83WkoVQFJ3HzbmgLqBDX1WAhon2aPuey3Fa851WB--hMGoyqdTBpKCBKBFens85p287d1uRvRkMPp6MBaXxec=,@perpetua_acre Uma vagaba dessa vem pra rua sua anta. .,gAAAAABj7je3_A8tUdeV--ILWxmCcFlBh5jndocIoCc-hvr9Pl3fN63I7oDgtvDgWyK_RvwW_PlTyBQ2abz9G9GVyRv62MCiuAHcYDxZi6M2G4NppvfOjdzHtIbY-DUxSSAi_dwqoUI8vzknvQt-kA6lm_F4Z2c2ow==,1,0,0,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3xlTKdFyaEQZUF_VzztHQn9nEKAcy7emEgY82n0KYy8LLEjWF3Y9UNyp85_hHOfj3T7bux81_lb9pMvNxc5rv7TvsUWCDPyBIqzowlINib4A=,@reportersalles @LuizJLMartins1 Hipócrita ainda é elogio pra esse povo.,gAAAAABj7je3R886eewC8sy6LbxAsWHDNYrP0pui9u-eSEeUP-pCeQTUwHA0nTKKSi5Ho1tSQPfRbckEW9WgQMV0gi_o5mrURXxsUJ9Y_nysIqgoFj9qKAeQgCev0lyTbNeUoBA6YVBb-2X84jA1xl61sZnXXuh9HlMhqXRcIUhvtWS8zkhoNFw=,1,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3iDhQwi6o9j1pNRwqZ2TBe_5Iuvsm1hFK1Tk2bWNIA7aIJ2GHEtK8632s0Nu1Qxuqv0gbjKse_EgX_cUFxvoFJvlPFUphmgnl_hhGiE9QhIs=,"@taliriapetrone A Sra vive numa realidade paralela só pode, como é de seu costume gritar e tentar intimidar os outros, usa a sua condição de mulher para afrontar mas não gosta de ser afrontada.",gAAAAABj7je3TIAitoECCSFWzwGidz58laiJ2DnqLgtODd5m7829rw7NOY_dzIsjjm4PoDBAPT2wSVP4f1Lic6C0uf-5EcVw_FBGLlypzHLyEuJ14gLIx2xndUnzpEkgYytkdTPgLHvh4aQ1mRsKuaqpK4mYk1TyFQ==,1,1,1,1,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3rUsCkzG6fFNZYJll8qwLbV_KMb_YeO2_NnzUCFgKHmZFvG9BCCVQ6dur9_YaO2EZu5YvczRTxZwdi3xdJnW3YksaYnZPhgt4YapDE6gtViE=,@tiriricanaweb Isso é um inútil. Não se posiciona em nada. Paulistas não votem neste parasita de $ público.,gAAAAABj7je3AhfsC4Bc_IhUCmnkkFGcsrugf4MJRwvFanP_YglA3MK2H2Ame-7VLeEpMURvMBrlTCj0_nC47FQrEBOYqlA7tKAmeS_XL6lFssrM2S1PnLV8aIMuoavVo0fpkImG7NisdVtqPVZ2X7ZUMp4PhYbAJlCsp2fw91XvEgHLGc7bSQA=,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3fvnWOdEx9Nf47Qo5yNWjd8nKyYbe4BK9iHsdV_ONX3kz2Ni_EE_noXpDouk-izQfSiXzpSih9zpJsNoZnIK8KYZKxskJFkM_B-l-EPqHGh8=,@ErikakHilton MDS ÉRIKA KKKKKKKKKK 🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️🗣️,gAAAAABj7je3QG-joQgOCd57RTeelZbLPg8_Zk4RfxB4ORRvvUPVQCjYdywu_TyDZMGk-X9jfkVswpuKeyrOspU3uudOHk3YCG4w5rcQADTUW5b3NL8PIXScihfZlRwng5RqGNuRdNl3DRn2ft5tInYOcq7p9lPob9TRWfed8K9INqOJpYEj9z0=,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3wYd5s1_PKcr1lLvQMvx2jEQ1JDCdcsmvSii2BL0TOLIFEAONYJCcX1oJkPo0MLGAaRt7aK54CdwUrpzWP0N5LiZcOrFlPCV0G0E9jybLJJk=,@TandaraCaixeta Tu é tão deplorável que a Fabi e a Sheilla deveriam pedir de volta a porra da medalha de ouro que elas te deram de presente!,gAAAAABj7je3d98-ixySXMUHKxY1s0kZQ27pMz_-8dOP4HTzowZXpmVc1y6AK0x1t_679431jiNsg5mIOaAH8sL2LEacu3N57YDRLzZJ7QUJlTOf4ucl0uiN4lUhqj7cdLxBqzmUBCKfMBCq-o79UrDKZoN3Y5BnWA==,1,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je36yZ3xuI0XAZi16EJ1KTanKjoJGL5vJ1mTUVi3qV2PSqDh5xXSEff04TXwY_84GsrQBrOiJc-p03cLXcsbrK4CgrW0GTkoJpeBrfaC94wcHg=,"@jfernandaBrasil na verdade ele vendeu a Petrobras e a colocou sob jurisdição americana ao fazer a ""maior capitalização da história "" na bolsa de NY...",gAAAAABj7je3hPM8YUCaspWkQKJCZdQb2BE6WFOz1_bgl3T_iJKjaqBMg-R1gNHu32Hz_jPsv4SgzFv75z28HsdFLSQr-PKewa06UF27OG23nGG8XwxFOcC63uOqEwsw9zpINV6LqVtGINf4wM-n3CYDpWdWQR_GTg==,0,1,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3GRl-SxaEL9Yod_sotwwUf-aTr3zb9R6_xsTPmjIW1x50WORs-VWI6d08oxgvK2H631DnmPcoTFVrfT2VaHdi-u0qUwywJWeftm2p6zkH3uk=,"@andreiadejesuus Tá amarrado, essa bandido ai",gAAAAABj7je3mLU_h2PJu0EYAXZaZ2YNb5qes7r7clhUoKzFG48z9oHDW9O8kt3gNBj-oalvgCGOK7L4kJQjgwR5H1wTE83G3C8z2jJwT7o9cEylqgtkCBhqLg0ELCiFu2Mpk9gugG1Xw1ncGcbN2ritVMdOpo4f0g==,1,1,0,0,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3MC7Pb50ROZ60MWx9Bujg8aT8B5iFdmXFIPb-j1asz3VJ-hqgiHC9u0RTId-OMr1zmGTKPtOO5C9MEASfqU5JXJ7utKWmX6t0_rhpw6agqlw=,"@danimontpsol Freixo precisa atacar,ta so tomando soco e ficando calando 0 indignação ai to quase indo la gritar acorda bichaaaaa",gAAAAABj7je3Pg6bZC-dfhLIpdfFP7zFp_kEKELo3WHveScNTXdWkWCJYkGGxZUjybu2EsK3Pu-oXoOnEatCw12iGylpmZaV4DBemQKo15fGaPv2Fiz1SfxsJhCf4eDOIaxNMVVx1vcIafIz4FKjwUIn1JiHu4v7iQ==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je30TKmX-X34-znt_1Y75aYmMKnnKwLisU_6-7w-EZCljN58uqLzDoGbN-VlORVAeoJaI8vYGWfrrIw2RwooNnhodS4SHtkluEfXxJoVwTP1pY=,"@CamargoDireita VTNC baba ovo de milico, preto racista",gAAAAABj7je3TLCUOTUm7YeFZHyJMEM5WgBr66GkLutkicdj-l7tzQg5IECLKtWVQZLla25s9Yuv9w8i86sB1b0h_q0wH_U0x3YX7ZYsPjXNGFAe36c3o4UsymJiKbFqkRd8ZshexKTiasRcog61PVzYrHvlDVeSlOgf1BQT6QB7M2OeySFRExk=,1,1,1,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3fipF6pP2DUGZP39WWNtk4LR23pJHT-779xJqQCl7qp5qXYyeJbzRFFCDs7vJ8TMfKS5uchS7o6hv5DMKiA-zAw5YJHgt5xan_qxsp9RkpnM=,@GMonteiroRJ Vc jura pedófilo ?,gAAAAABj7je3qPtDOh1JibucjktxrhIfSWXmcuC5NSSmbEnEGvQhL8LUQK5q-l09dC2dzCMg9yZmxMYlmNJgNLOXeu6bpGQFzQp33dN355wvNEbP8a2Nu7RvBI7g7gWUfNSuxO683lljl1Z3M9vwli6E2AeVcE-_tg==,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3l9f1h6qL1MpjHq2WRno3YzJF4YT2fmm7np3gAo5iSeMbvM5Zr_mc-D1eJjJIjjzBrtIS-Vdy3dRB5PLzd56DObem_JAOyvot3TA7HIIUNDQ=,@orlandosilva Só gorda e maconheiro,gAAAAABj7je36EA3zo4JPtIz145Gjd0QneJa_u5PmNr_kjClWxRsCZNzDF_-g2bJfNKuNPFWV6F1kUEoMzCzGcexpzPXHuFDyUHy6NxttW1fyaUlHdKxmh46wC-98_EbAUm5xVygD4SSGgbQUuQZMtoGMmhopIKOdvQewnmtYYrDrpowiCtGPzA=,1,1,1,1,0,0,0,1,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3Bz0RojO9yVC3icDOfJOfd_ndevMFTj3lAJgOIAKOLbnmgJcv7PnU1ON2JZ95RLYukMramqBpiDJ20Ut5rRkZL8LOtaVOlvuk77WaQFi8VYw=,@GabrielRBCO Nilson  tá macetando,gAAAAABj7je3ObK0SyaHLpNnJGUCH0oFzot1RnTZbUictmjZ4MDK8lefleQbf-TkyhKZ7DnzIKdK10S6B19A4SZ15hUCiOjZD8A5McQUgWljqWCkyS9TD6mmqtN7QmiF3OopmhPSVswtilBW7MygEviZtRBb7bXB8Q==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3KPVoDUl4wNMMROLXUA6XRGCNjg5a3NTgjlj_Int6EtRX-FZm4sI1MHDVZGrkPwaWfYx3oXnsbhqCj2LXjAwTLZd5ipBR4uAFLPlQKQN-R0Y=,"@Izalourenca @acirestevao @xujururuba Opa! Obrigada pela indicação 🌻 Peço licença pra me apresentar. Sou Cida, fui vereadora de Bh, criei a gabinetona ao lado de @aureacarolinax, e levarei pra Assembleia de Minas a defesa da cultura, da educação, das mulheres, das crianças e do meio ambiente",gAAAAABj7je3RsNvrMhB75mp8MC7ubnxNWosp-eVSC2XaBELWto2F_EBXWmyCN_a7g_2bXZnlotmwljanhH8bwdaDeAi8hxRk7tDmfnmNFSIXUzftH4OVdmotwBIO8eSnmZKRgreeTkQEbA-3GOMb6cRb0P1wQpMeV7zRS1dsdfSJ1Ra7f27N-o=,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3SEufxGnoGktPk5zx5jaIZtmvP8o8OiuYIy1w98_kGQeB9xjTPoxr2DZ9VZABYninhqCVrQvCWauMTbhpGiic6FKCnH9Zcz3PmYbNAqyCcek=,@GMonteiroRJ VAI SE FODER GABRIEL VAI PASSAR PORRA NO CABELO DOS SEUS AMIFOS,gAAAAABj7je3bbW_UOMNUdFZ6rqj-eT-kwN9qkz4whpwiAdqhJ4EsdaeZMXaYX9a4qy3SYFG4vGtJBtnT1Q0BYKv8uLdCHty-j62Uu_b4pFVNRFNEfEuLyG9DWTt-vaLDoWLoMRXSuWhBXpVn8mcSDo1x7HZjggUGQ==,1,1,0,0,0,0,1,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
gAAAAABj7je3DE58qP3aBSe2K6EKgInhknJ30gq-jUtmzt3cF4T6hi50ZfKykNcgyhLjXS21S6peW5PexS1cz_e381FSxT8EFgs7Q4yElgz2tE9ozF9Siz4=,@beatrizcaminha @JanjaLula Kkkkkkkkk,gAAAAABj7je3oaAR-Nvti8szPlGIOxS0lKEQXYB9MVVjJDS0hP6mS14jgXgV_imWPU73bbKIvygq3r-9NpQ8wFpZ4BQVmPehHIf91wcD51aRoeenbpm9X85izuGHdtGUuClZ6fAWpZn_clx9BGdBXv5tgrN-ysdIaA==,0,0,0,0,0,0,0,0,../dados/brutos/eletweet22/tweets_anotados_pessoas_negras_A03.csv
