id,text,tweet_url,"É violento?
(1=sim, 0=não)","O candidato é o objeto do comentário?
(1=sim, 0=não)","Comentário é racista?
(1=sim, 0=não)","Comentário é machista?
(1=sim, 0=não)","Comentário é LGBTfóbico?
(1=sim, 0=não)","Comentário é capacitista?
(1=sim, 0=não)","Comentário é de intolerância religiosa?
(1=sim, 0=não)","Por ideologia política?
(1=sim, 0=não)","É contra outro político?
(1=sim, 0=não)",Contra quem?,"É para defender outro político?
(1=sim, 0=não)",Defender quem?,"É praticado por político?
(1=sim, 0=não)","Parece ser perfil fake?
(1=sim, 0=não)",filename
gAAAAABj7je3LkvutYQmU8xY7XayB32pWYF9R-39Vjz93-9ZPRVW8FK4fxbnAnEApat3I4JRsJgf76G42IdnOWHilWHNOIm-tV68Jvs9roblkP9osnCbroE=,@bfeministapsol Os da mesma laia tirando foto com ele como se fosse celebridade 🤮semelhante atrai semelhante,gAAAAABj7je3Z4IcEZGVvX22f6OTOEx0_FjP-OO7pa5qwAzieMv5mp4dsWXKM1Ic_Uz-IC70v7rr4pZG67_MTci_mqi2AQ6q9V0nvq5aDPyqQhpnmRLDVFmWHRUBfUy4Ei8btSO3HYqDq37Rr5ZGucHWris-sWvyyg==,1,0,0,0,0,0,0,0,1,Gabriel Monteiro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3zQkGQ6WKJsu3qKrAOl_kkFrfkkgZYYSRqnbVY819GagKY26FhpGghzuPAQQJN3ERdfmlRaUI-LHIsN2dUD_UD40zEbqCA2IxCF9Afth9q50=,@castelllovini @saaanttinoo “Nossa fé está em jogo” eu tenho um ódio terrível de quem usa a fé pra manipular as pessoas,gAAAAABj7je3f5vL2tdgJeuWW80WOHPnRRpmzJo4c_AIalr7abQDcaKRc6MN_-1NBmIzU_cJeBNH-8OJkRHUL6N53s6V3oCjdULHi7NRVklg3sci-9UJl3w2qfnB30PGjpheC9CoTwzRr36D9nCtCAvVmsnQKuSLIw==,1,0,0,0,0,0,1,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3aly_WqW_zIavAWfaLp9VztzCbnMIWWOHLu7Ar7Ec6-3mHiYR9y_1voCFE-IKi-RSstb2jc-VjoVQ23Gf69Y-Nkg8KTRdL91lP5c_WSxTTt0=,@castelllovini @scaluniaa Gostosas com Vini!!!!!,gAAAAABj7je36r830hJtT6WNJO9dH3Wq3j4ECMJ5PIYRH-usA3DvqDR-r47xFuEgF4mkS8GUAZmwQKgxE5vWDbQuMNuFdzeq_XgbL7HnN6iB50yPGgrS_jAeR_98RblyW-uNf85HKpSKBT__7bb0UW5d3wMMlbIOKYidVxGcHzFmg3rKJnqJKwY=,0,1,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3dg6KJFQAX6heu4v2H0Nq1ZUEFJrq7V6ccpFRjgBkixh8GrG8FDoUc7_oge75TYXGzezz53xUemP8G6WLhDRRfUpvRgwbp7idIfM1QF5Kwws=,"@castelllovini Cristão não bota em travesti, só sai escondido",gAAAAABj7je3JQX8NmjeNI8d2A9bMvQz_Sg6fP4G67zIAID9Jr-0B3ATG4H1iKEnfKde9wmkqHKBhNCIkyMjDfQh4XZSjOdGAnN-yW-2dUSPk43-wvcTqAYarOresk9KPIFp0t_cDmkwr1BgndRJMESCZR9mHmvv-w==,1,0,0,0,0,0,1,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3J2bM4zzfgYiJ897ucG8jbdcGnpajrm61r9uNCgWzDWm7r1RzUBSDKc03gfiTGetBWh64bXI_FtsnOit2jLc2BRol_feHYqMWk7MmeAMRrfc=,@castelllovini Fascistas não passarão!!!,gAAAAABj7je3SEJUwhRt6Ut7BWnD7ljcrcvcWeNE-i-9V7eWOgV_3zhoC9QIf3LJJLBNiFpQNcWx4S9tpqNIh-mnrKbEKm__JHFsFF3GDSxrOvUD6maW_Q9c1goWi6ay7NsejdZvAZPaOYRUu9AzhB9KJ51XEv8vqA==,0,0,0,0,0,0,0,1,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3H-PSeXXGtjV5tskW6S_ekWAN_I5608aS31ZhSmpspf1P2yDl1P85Yu6pssZQWsVb5TaL-ioRS0B1ZaC1vGSkpAL90u2jv_s6Tg7zzK13-9E=,@castelllovini gata o tombo vai ser grande,gAAAAABj7je3arPT9LinqKDEJD8PWVCGvNAetnIWjOXX9z1h1po-QD5b2mxdWW6UKFfPd6UAsnSsAXc8n89C-fEJAW5qfEcBr-MmKcpUegn9smN4rwKqOVyUVzCtp1EZFzExSrixNY2F5ruhVrvC9qoSajiVXDxdrA==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je37R9gl6jvxMs-DgmNzXANJ-y-18VyDnxJtp_9EWiRw_w0lt_y3eo9Z1htjNEO9VLU7O4izuv4-G9n8z0YsxNUiqQRTaOkO9dx8jOOhkC8mi4=,@castelllovini puta merda 🤢,gAAAAABj7je3MFYpGVJoYxw2S0SL5vEG5bT6tBTEJLUIDui7-8fQFqvQrsJSdFP8Xv_1hH6Lz6MnmU6c-e_6MpFnD3PR6XhpOBjIFNxJpN6C1C_RJ7eqI5s4bT_njAcNdRLkKCYxFpWnfzCO2RFixvffK7fuf6yaBw==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3DhGqNwpBjIBs_MhRsiYurKS2gicUQ0JgJvvwiLrDrMuvfx4jTpGMEKSzP4UZFtdAtA75iZtBcf2H1Y9VBKfOKlzEr3_XYj2bFUml5xiGuZM=,@castelllovini que absurdo!,gAAAAABj7je3J90o_pun2rBXdpFNcjDI3Oz7sKXhTICrFOSRId4rV_wBXBZLuM8dtRXPnH1YHwJquVmUvuy8NscA5HVi15mlZp88zcHn5KIBGm_WptCJHT_nvUhWKuOm4IbTJCJ5DPSvlA-iguH8bQwdrVGdLPAcTrW36cOSxPxC-7mHfbT1iFU=,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3RZS6XzI_tPwWxYFRXtoViC1Aqa-eWBEGdDFkbLyI2xiYbBzQKktqvJ9KHz7O4ZEw9imUxkNRz93RMbbdFWg2x0jYLYhR-o8sm8SPYpaJu4M=,@castelllovini Que delíciaaaaaaa de jingle,gAAAAABj7je33v2jbC4k1_ajIvgucaVjkarxvJFCX8PXFeMhnQeKpMVOZh6IMecj8WJn-GUvSQXiccKv9faliMizp3dYMQY3rAixS9r0KOz8s6McViV_L4uldSPBmMRGGc91zg-FR9sY-fpQRVP1XyR7xkvms_VRmQ==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3VS5fsFu8GKjQGI6jf-RyJrO25u5lAcX3tYp3bQ2F60f6JgbVbKWAZ-6S-JsrEjATIAyZ94_n8Rfny6t5jvDyFSaRkSeYEJDRPIPNv0WceV0=,"@castelllovini Tamo junto, vini ❤️",gAAAAABj7je39FHeXfL7VI1-kk2PvYmzFTARbRq6M9JtWp0Bw0faPI6YcPxj7elRy5WIGjE7LTuzvuYA9kJQw3XB2TJawTxp2T3BaEsRmu2v3CJAtEGV_vWYP6xTm2tnKSOXSNT9E4F-8h9pqWYiCz43xjaFcpYGeQ==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3AH_fExo3YWdNzeZ1Fi2i2ure23B26g2Dzf_5nEjYEaXlOnqrrhUcJT-DR6g9Gy62mhPnpm_grVzUHXbFg4np7KIvLhswsAFK1Lxk584rCXg=,@castelllovini vamo vinii❤️❤️,gAAAAABj7je3jEktFqxLMwas02hwlZ0Tsas5EGMGGlcaq18p4Wn18HBDu-iY9P1ZL8dKrTFplSiEzDeFF74Eg-z8ubrbnhE_fr-LNMjXdHAi2FX-TTY4qwn4e7p-gbSP__sKr9SkU6MZnNpsdzSRuXDyFi8bnTncYA==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3RJqBtRI-0GA2QI6Sd1t9mryHN6gQgeeFJPFSa55KZsF2Ob-WJgtplKdKiOhb5tAo1NF9GEnFCEQ-JjC2PKF1pwdd80QNoT4-af8fwX9u5Ys=,@castelllovini vamoo simboraa,gAAAAABj7je39ZOAXr6VKpoZDlA_H475ZW9vvDCVyP9Eq2oHP4_lD2RgNvbbGJmH5s0N_2RM3jKdxJG7Z9fmFduqpYykwFkVoEVsWageo_R1bu3ySuv4Oig-zy-1K03VjutsaV_IO991aXQjum_FlLn990VGSMrfuQ==,0,0,0,0,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je36AnYaz8sYkEIOkN3sATScr9P6IWJv6Htqx1JWMLe-JRU1C4HnYD_-Qnwvm_t2xv-wYPpKd-YJQnobwt95Ukkigwx0Ofo-6pLlJ2r_tH95no=,"@danimontpsol @AlexPer77 deix de ser mentirosa, contatou alguem para se passar por miliciano...   só trouxa para acreditar nesta mentira...",gAAAAABj7je3SF4qF6rU2geNTH2oeAJCaTyWcexVIPHg63vyxbmzwwxhzp0PSlnniuBfo8UuyIzo1-jQGE-nRxt6320QeZ3SKKPyO--_hUk1W10n_fxaCIAvo03rSGxFhS0Ur_UIKv2RX_ZjOENE5qaKSZ_5_Lew_3FIBRV_FgvL3g0EKJmhXaA=,1,1,0,0,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Ktd3DRnGh0Wxt5YnuV7KlddqhoxZwFeL4RubM3uaLf5mjpYDywqDKPuLhaTO99KgT3SodbHklXo5l4aHg3-gYwWYXuYkoFJebji0dSeOHes=,"@danimontpsol Freixo precisa atacar,ta so tomando soco e ficando calando 0 indignação ai to quase indo la gritar acorda bichaaaaa",gAAAAABj7je35Bs8PVuZSHnRQt6NMHiupQI9jWvz6Yq8VLzsF-dUd2hz-De_t95bPnhVmRu4g7PhXxcHhv2PKT4f4sw-mV3y6dVuCVQK0dPSqwrhToujH25s34-eQzhYs6bY8VMdZcf4V_9_1lOV1VTfW6OgBOB0Fw==,1,0,0,0,1,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3spPhsQWFx3WSNnCC27-_bv_tVRicwah2RdzziwyD5ggd1g3NEVBL80gkf47OT7zIuneoZ1ZpDUvjkc8_whVCdwDqZijthTDMUUv9--pmqR4=,@danimontpsol Hipócritas,gAAAAABj7je36pr7-AijYUz6D84M9kNl2mbAVNZkDYm-Aj3ZStGkd4WqYSf0ccofUs6iDlFZkjfyP0y5XrsbIAodtFDPyGbgwEYXH0-evzGmX0Utna0og_Pv_XqhlVDq4QkZfvlvTGy0ma0aXODCNoWJu0hEn88b0Zz5Kpvq3m6hugB61g7FcT8=,1,1,0,0,0,0,0,0,0,-,1,Cláudio Castro,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je39yyTmz4OnCb-CGAfFXABlzhbTg4UK1NimCVr2GT642DiIrGBE8Tw793od5WOdZ3hTkMMSdDt9mOxQXOKD0ImEDaWcMaRQ_iaJw73i5dtUfs=,@danimontpsol Kkkkkkk vai nada só louco para votar nesse lula molusco,gAAAAABj7je3qMFGg83zOMYTCBoSHQqHxzCJhp9SOCrIkw9H_jaq6HdE_FLEGApifT_E1nGpZsRV7ty7g3xEfisbe6QPYEJpgNwM9IR0j9TfPmoPDvCrZ5P99G8OLSDclTVPCZBXFno7yzKBROt6uX4pC2m7T4UTHYKxttX_tjnGWxSDQ2mNuGo=,1,1,0,0,0,1,0,0,1,Lula,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3Tq7ViGwdPn8bw2Rr-uqPK2nrsLuHwKcj9Osq2NkSjpLI-Bc-slrnABOW-lJaDX7j-ATC9JItaO7vSvYWbhP7dN4vyOclJtoyTrtg1XHN3jc=,"@danimontpsol Ladrão de ""CELULAR """" 😂😂😂😂😂, é só pra tomar uma CERVEJINHA"" 😂😂😂😂😂😂😂",gAAAAABj7je3uvq1pKJNW05Lvziwx6Dl92Bqoq9uPHHRvUnNy7liV69_TINgmpH3gixCNEpRJfTVUjsvYyF_dfvKaKRHac-jlhywjIG23fehH2x3rXwe1MZgPaJrvLEdi_02aH4gb-HJmkwnl8-oYx2245-tNk6fEQjKwn6r4VCtJRW0RU2yFqk=,1,1,0,0,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3s8tgZH7aAHbPvpRrCHrPrShWlnpG0Zdwlw4tYrR2xcV6DbmxURWh7hW4cYgdn99k-P9HPxN9rlSxiWg65MqOVMWs_iBIvPr2ZXhAQGPyT-U=,"@danimontpsol Mas Freixo também, farinha do mesmo saco.",gAAAAABj7je3wa9JFMHNp8OStup0U3-MP8dk16ZkTiPTUbPg_evKHu6GTZ3gs02zitt-gslRUO1on3zhnWC_Nx1qTQvWHhpMy75Tj-GPZvfhdjGq3keKyPm1otS6G8zYQqlTkBwx7C0JneOTx2ZDUE11Wy2igarrWPABYJxEm71jffwpB3_y3X4=,1,0,0,0,0,0,0,0,1,Freixo; Cláudio Castro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3onFPPpX8BxNYzel4cTj5-OcEpIXrZaNZoRO5UAG_yw5yZt7pfePjHhEjaxblU3wG6ZHbcms6FfqNhi-jrAAMfLkpWvm9dm71qiQV5MbC2pE=,@danimontpsol Nunca prestou..safado,gAAAAABj7je3-KrUotUecm61IUWNs8Y7WrbAf3mWHeGYCkXchK2-qP4xtghO6khz-yjQ_5PrwzshcZnCnINeIobr9Cy1ogwJygcYrYKtsJhReB638H4_ent19LhWx-My79r9oKGnK1MEX8QlX7PwTnrpoFSyYWcXLg==,1,0,0,0,0,0,0,0,1,Cláudio Castro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je32wRomUqDgIPpZEqGXOvkHH3RlQCC49YIVeKNiLX0xBlZEYmk1qJ1mcMXisGohIDdOb7RY26Zlj2X8Xhtfoiu8xKTrCY9XG3Wk4hGRoWhwzk=,@danimontpsol Segundo a pesquisa pombo kkkk https://t.co/Pnzfkrjo2L,gAAAAABj7je3ZwdBBuIAPhHDSYLQaV1OJuyu0PVOACNTC0HZQRipRCWhKnf-JMm2XCRIK6PBfKkz456MvI4ex_aGS1wLM5FYaAZLfBYQf2r_Pha6UZ3DAiutQZmAHkPTSG-825GulV22ikQEwQs1KELrtiniymdpKQ==,1,1,0,0,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3vdsEPLbvtRD_KuABmtYSqFcVTzhMKnSxr4-T9pNRKTuejsg5DLKoc65gJQJo5UpgvzfCmUlrxcnTBjuns3CzB4j1iGigoL0FRUTVHmDFLTM=,@danimontpsol Tô contigo mana!!!! 🤜🏽🤛🏿🌟,gAAAAABj7je3oEx15xf6KJ3hZCFu8rI5plzU_Ltyj4upBGpOyFHsOOIVPZ2HuEFVDRMVua5kA4sNdAcgYVqWi-O3583SFybfkjaM11-U7GaHWCed398tGvwuFt-aSm0QQm2bI1sCKdW8mkVSkqycmcSfi8C8p3pa6CjADMe-nn5Zw2swy9PAzSg=,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3MWqs-zjgmOp7GIMDNQ7ByqBnBERJdGumIASJTXyf7KYWfNgQ3Vh0p7L-8pZMPfNDq12fm1EC1PVMlvx0LC1MelbFYbVz9iaql7JoLM1gIac=,"@danimontpsol Votar nessa corja de abutres, esquerda maldita nunca, não vote nessa corja.",gAAAAABj7je3VWnAGMiv07YbcdfW9o6EGIUGeB_whRIp3SPklqczt1PHfHOvlQU4TuBRzulauP3fBxnutNjleFFIuLQK9x45qkILUNhsCsY3qz67UcdHdrGmby3L0FFbVRl_VMN4VFAfvq8MfTbymwQXYdjmST3K-8JcfsC3M3yuNeJAk3Gdp1U=,1,1,0,0,0,0,0,1,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3h541nKdH9GmIMPJYzG683S_egA_L5hQa9RDinv45El5da1eus4Ev_NiuOm3KfbP6QPXJFObfU0ISL9opc9gxfaCR-EYlde5eeOd8Sv0cFFM=,@dudahidalgo13 @danilozamai @matels AVISA Q é ELAAAAAA,gAAAAABj7je3_WrlKwdud7_jD139veNoSCTqiF-jEwuXh7STYzQgYTsvDAJSyaasBRbS5Phcr_xYPu_7xEE5ODJL3bf60g9iV_oIxnBkJGvV7HVONPKlfkymRLhflKoaotoljDKwxbjhLz92punmFBDRf0AIc--hDg==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je39M_qd6buxMPMk3cQPBfj6HVMvTua7b4H6RaulMbaj5Q5tLEFyRFkLnqI4MvTnG1MlZ_Ypveu8AqjRWUxYqInnyN9F7kK05pxQ27RWqLYcsI=,@dudahidalgo13 @GuilhermeBoulos @marciofrancasp @Haddad_Fernando @LulaOficial estamos juntas!!! https://t.co/9pQJMGyR5s,gAAAAABj7je3nE9PvQJQqEwJC9CPprHtk49O6hnlpVRLZj2pX3QI3ayB03rXk5wp5LUDDG8raCiawN2R-NUVPlvRyP1YhnNVASAMfdOm85Oz-sBvpmuroNmHRYsu--BIFRikCp_npbfqueqr2b0rbNFD5ojp_rjH1Q==,0,0,0,0,0,0,0,0,0,,0,,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3hemx2oA_YhrEw9GSDXVgI7ijs2pZCnJSY9xTM-LR8UMwcovRJ6URyVjUxWTYxfJw2NeLsxOVju5gOPOcZQdXix_1wQWwg8ASeatOLMOWAmY=,@dudahidalgo13 😂😂😂😂😂 Povo na rua 🤡,gAAAAABj7je3NRbGuzr_DSec982gk9sEnCEsK1bJj9Dvt1uyq3eiE6mD2ZnpgQBymNPAiVzprWaBSSUZUphQp456EHkH3GBofr7UHhk7QT4kEYpAoFq4BabOf0-DIXIvNfkOzD2tGdt4Dmz2Cix8d15Hb44nHipilUNM54vBaeiMdrMlidPEkVM=,1,0,0,0,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3v2P4i3Rtj-9zJcBcgHHBrHtLPbgN7KT7WNnZ2oUPycOHB00Thh5DxFfo71tstss57pZUhHZgrPQjZMjG0nFfuuwiEKnp0SKfegaF4aCB0B0=,@dudahidalgo13 Força menina guerreira!,gAAAAABj7je3G97xbvai12-eVl_hoE2lnZulSvEzjMKDl8fGxU7TRRnFGDyyo69ok_ZhD9PklfbUxRF5j-Q7IJtQaoGVNsSpd6pj-iEvp2qmdNPfaq1UjyQXA-Bts8C-iFQrIKbGeN0Y3_4BsZbxCOFwE2Ss-PDCDg==,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3HrfuHv7h8zMPI7WOKpV1vHZPnGfBUJ4Lm7MZyU1TBS1D7aeyLM_s-BPnjXfIImn83gLnWRuDk9_seybS3SC62Bo3BQ06PtSjkr-C12oVU9A=,@dudahidalgo13 Gostosa,gAAAAABj7je3Xh9iDB0OEeiEpfpCCYP-OnJpqSEEvPmqgcgjFYOovQ08sgji9Scfii4XYOKQJ_kqY3OFAn2Zr3YBXZ7zq6LVuw4EZaMeqa9FssERKxfF_jfcEl_yw6YZN9p8hU1p-H_PQTTeY0yixgT2jk8aQ3fCFSNsqPaeBr2oy7dhHLQ_kzQ=,1,1,0,1,0,0,0,0,0,,0,,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je33g9nmOhJu_KNSoDjoneBQQCXsqsc891-iNGxv4wpx_C4KUh5MQgvD8Au4COwvCBcJDceWIScMISWztJul4hQPFDu6j7klDI8BSO9yZ2fhMw=,@dudahidalgo13 kkkkkk... Inacreditável um negócio desses. Esse é um paraquedista...,gAAAAABj7je3N5BS40aQVb-Gr0AX_KUj1aZKBOv7x_xf6H3_EGSavGocJ6MfDxr5wHyFHxsJaIN90mwLgxack1FAsiHhwH7ZpbaHAvKhFY2sMORuV9ov4LyYcmYHdmLfuwCKMtHonjFNLPcqBg-fr4bnpOgjgOcSog==,0,0,0,0,0,0,0,0,1,Tarcísio de Freitas,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3jXqpGl5304zQfuX-Unyp1_aVTi5SVWBgehChT6-D73um8I4_quNHkAyDDn69kE4AwQxmo8I0UtrkZkh9UWir2RfjHFUKD-54OetB6fsQwRc=,@dudahidalgo13 Logo logo junta os dois numa união gostosinha,gAAAAABj7je3CRYrSBFA9b83lpoM45Xh8z9_HqhC3UuQmeKw3mK1RLpxZOEZkSvFV5u0sSnLgx4AaKtruk7xgwXtdW7pvXohAi2UcCSIq171i3b_OrCY_VUiLLRcj6uWCBOrYFd0G72WniQ_xwliOfSVgSbioo88ow==,1,0,0,0,1,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3QE1nCfGLZnIAtxCTXAHJP-dlV3LvP9Tu5z8DPU8iaNkHHmcUhaOsJ7aFMxjHqre5EL4gsaeu_rzg6Sk9IvGTRmIFUejgAVhfyFK0M0NNGuc=,@dudahidalgo13 nojo desse homem,gAAAAABj7je3zLonxJw6DsDUzRfztQ0GfktWPE5gTsE3lBc4ll0cDRycHwPe5B5vRUgv6ibLK_FC405KQC1dS7ryc131v_zHXrfoOlLXSF_LvU2h7NnhhHWSVyzpGp9A6mvVPYW_IA3fHnYxSaj1FPu8_nVsf8YsIw==,1,0,0,0,0,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3ENmJx6mAW8v-9S8TJgsUtdfA_j0x3svdD3BgXdiKleAp8UrHIMioLV9DWV9-FFDmby8zV3UgNMuNUgJdFida8vYYsNH6ArfcGzOwtThJK68=,"@dudahidalgo13 O cara que tomou um block da menina ""feia"".",gAAAAABj7je3c3hhwTNbhc7oYSUL8MIKZwE9hlX5906hNIpyJVKNx3Fi-zHeJxUMSni2lFs2tThlWsWRHtArFfH0NEQDiVKV6W9g81UtbyCpPeRC2YV7bCKDhm2b8Oh7MM1hU_mKQQS2GO7MCpU8tanwFHglJa0T92caIoxmX6pvaqQ7N0Sjols=,1,1,0,1,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3N1VK0uOBIQ-i8Ozu7EpfR7WR4Z858-XbIzhK1EItm-k7BSF9gC0fnINM4Q9dPpDDEjTISQ8j51oDkFW2atKBD5OWsE8wEVn80ZQ-3t0MxvA=,@dudahidalgo13 Pedalada na orelha dela!,gAAAAABj7je35NtBn_6oypf0STXnjJKvTFu9AyusTJQTq_flZd3FAsjVuX-QzL0qhlyHR5l1k1FaOmLyJEzkvKhsn38duu0QyN7tRBP-qEOzcytMf426KjnOSE4lTHj0tN6bEJhV-l2cTzAKmKJFkoPrp1tl_4SoGiFhsMcfiy1h5Rzgb-uWnOE=,1,0,0,0,0,0,0,0,1,Janaína Paschoal,0,-,-,-,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3mjppvrlVEJO_nAD9ZptSC8zkRzf8x7XSJpp7_iQS32C9L7aWiBd1jeBlnrK9LUVm47P347zxMrkw7xLEdnvVwyJJF-rkuyogGPxyx_OULLI=,"@dudahidalgo13 Pessoas bostas de espírito descontração,  não sabe diferenciar uma brincadeira !
Sedentas pelo politicamente correto,  desconstrói  as falas importantes,  para potencializar suas ideias nojenta!!",gAAAAABj7je32f2kCuExQ70ARfRPp6IjBlDNdluco7SEFhZGm8qxflF8L0pxw5YbTkYfQN9Zds3JU4FTW6eTEUwVcnxfmuvm_CS36smRyGIsJ1YElQaD8BvibhYPHC6itUT7rVN8ZidImauIISVowdFiC2zvzR3EQg==,1,1,0,1,0,0,0,1,0,-,1,Bolsonaro,0,1,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3nyESUcNthX1oW9kX_Ougzye67V3sIu4gQU695kOFrQRtRDXBfMEohJV1FblRr9JNfHAqKmueEouXrxCN_MV8JorKmnHTlSILOyoz5havEpY=,@dudahidalgo13 Que absurdo! Que sujeito boçal!,gAAAAABj7je3x9ReOx_0-fZh_NHKarE5pwxNSiXcmdi-MvH10ladj_eIOcGkbFfYYcGQTgh_lDMnu1bP5q7SY10irmZh5dKxJACXNd4z_pe0WhaAfOvychwYTcf_WT2uiPS0MooDadQni_H7z-yult2n_E-DXBUE1KgLp7sWNRn_UjTcjSGQ7T8=,1,0,0,0,0,1,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3kvoo3Th9H3po1uHP_kdhmsBMijyJgqxfxERbqBOyxLcxcJdkPbMdrn9QCeev3RJD1iuGTdGsahKKYW-HYXv1Khu_y6toNt6bYhLdu8UMCoo=,@dudahidalgo13 Que vergonha,gAAAAABj7je3GDDUb--IE1dATqa18fftz_IVk8G62ON1bhTr4iFTDJV5sCf06T-3yaaufm5r4TWrMxEQJKG5b5lpvyfPKOR7TWZkSiSA5Gx0XthqdHWe6RZUtmIQOUnvat4M-HAyCQRBeIEBy71pUhBfntkbsvgClA==,0,0,0,0,0,0,0,0,1,Bolsonaro,0,-,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
gAAAAABj7je3XVHSVKczx5Gfis-H54BRJ5xZtJrotAJvZPFnovcxZvXWMMNy-HicIPqxQRZ8EihrTDIWp5d-lnvHUZc5hhsgs26dOxQ7jREmFPqL89D-7GU=,@ErikakHilton @benozzatiarthur Quero votar em uma trans pra estadual do meu estado. HELP,gAAAAABj7je352dKdc3v2nGRZF_Kd48PLJfYBivFBZWg57BH0m9k7TZ0-T-_7wkWMCrnu104DtZT2vXGRGjiCANPwspwhgLH4QkgPhfxBKEoINxFTs65wZDIoMnVrmlEFGXAZ0N0VQiIN2OTxGs4n1KAmBHUmd_6S80iZ2lAcKiOBXsvBLafDuc=,0,0,0,0,0,0,0,0,0,,0,,0,0,../dados/brutos/eletweet22/tweets_anotados_lgbts_A07.csv
